user_id,order_id,order_date,order_amount,category,country,is_first_order
U00021,ORD000081,2023-01-24,483.1,服饰,泰国,1
U00021,ORD000082,2023-08-14,610.46,服饰,泰国,0
U00021,ORD000083,2024-06-13,580.19,美妆,泰国,0
U00021,ORD000084,2023-10-08,415.71,家居,泰国,0
U00021,ORD000085,2023-09-25,697.4,食品,泰国,0
U00021,ORD000086,2023-05-17,648.76,美妆,泰国,0
U00021,ORD000087,2024-05-09,531.51,食品,泰国,0
U00021,ORD000088,2023-08-12,577.71,家居,泰国,0
U00021,ORD000089,2024-06-11,493.05,食品,泰国,0
U00021,ORD000090,2024-05-21,575.61,家居,泰国,0
U00022,ORD000091,2024-10-16,163.91,服饰,越南,0
U00022,ORD000092,2023-10-05,171.73,食品,越南,0
U00022,ORD000093,2024-03-11,117.52,3C数码,越南,0
U00022,ORD000094,2023-09-09,125.61,美妆,越南,0
U00022,ORD000095,2023-12-20,177.98,食品,越南,1
U00022,ORD000096,2024-07-21,125.78,服饰,越南,0
U00022,ORD000097,2024-09-04,101.67,服饰,越南,0
U00022,ORD000098,2024-09-15,106.23,3C数码,越南,0
U00022,ORD000099,2023-02-21,171.1,食品,越南,0
U00023,ORD000100,2024-08-20,171.1,服饰,越南,0
U00023,ORD000101,2024-07-31,96.53,食品,越南,0
U00023,ORD000102,2023-01-21,134.45,服饰,越南,0
U00023,ORD000103,2023-07-23,107.2,美妆,越南,1
U00023,ORD000104,2024-11-27,131.79,3C数码,越南,0
U00023,ORD000105,2023-10-17,137.26,服饰,越南,0
U00023,ORD000106,2023-08-11,115.61,3C数码,越南,0
U00023,ORD000107,2024-10-24,165.67,家居,越南,0
U00023,ORD000108,2023-02-01,109.51,家居,越南,0
U00023,ORD000109,2023-02-22,151.25,家居,越南,0
U00024,ORD000110,2023-01-19,174.56,美妆,越南,0
U00024,ORD000111,2024-04-26,132.1,3C数码,越南,0
U00024,ORD000112,2023-01-03,152.53,美妆,越南,0
U00024,ORD000113,2024-02-23,148.68,食品,越南,0
U00024,ORD000114,2024-08-25,127.3,食品,越南,0
U00024,ORD000115,2024-11-27,178.52,服饰,越南,0
U00024,ORD000116,2023-03-28,163.9,美妆,越南,0
U00024,ORD000117,2024-08-03,115.7,服饰,越南,0
U00024,ORD000118,2023-06-19,154.97,服饰,越南,0
U00024,ORD000119,2023-12-28,123.31,服饰,越南,1
U00024,ORD000120,2024-01-30,135.37,家居,越南,0
U00024,ORD000121,2023-10-16,105.61,服饰,越南,0
U00024,ORD000122,2023-03-29,170.18,3C数码,越南,0
U00024,ORD000123,2023-07-31,171.28,美妆,越南,0
U00024,ORD000124,2023-10-30,138.05,食品,越南,0
U00024,ORD000125,2024-04-29,99.47,食品,越南,0
U00024,ORD000126,2024-03-04,136.15,食品,越南,0
U00025,ORD000127,2023-10-10,87.29,美妆,菲律宾,0
U00025,ORD000128,2023-02-23,74.64,家居,菲律宾,0
U00025,ORD000129,2024-04-30,65.35,食品,菲律宾,0
U00025,ORD000130,2023-05-05,93.96,服饰,菲律宾,0
U00025,ORD000131,2023-10-01,126.59,服饰,菲律宾,0
U00025,ORD000132,2023-07-19,72.47,食品,菲律宾,0
U00025,ORD000133,2024-12-26,120.26,3C数码,菲律宾,0
U00026,ORD000134,2024-06-11,117.54,家居,泰国,0
U00027,ORD000135,2023-08-29,200.24,美妆,印尼,0
U00027,ORD000136,2024-02-22,180.68,食品,印尼,0
U00027,ORD000137,2023-09-27,196.84,家居,印尼,0
U00027,ORD000138,2024-07-09,146.58,美妆,印尼,0
U00027,ORD000139,2023-04-15,182.07,家居,印尼,0
U00027,ORD000140,2023-04-16,159.51,3C数码,印尼,0
U00027,ORD000141,2024-06-15,193.15,美妆,印尼,0
U00027,ORD000142,2024-02-04,177.51,食品,印尼,0
U00027,ORD000143,2024-08-26,151.76,家居,印尼,0
U00027,ORD000144,2024-10-20,201.81,美妆,印尼,0
U00027,ORD000145,2023-05-18,182.63,家居,印尼,0
U00027,ORD000146,2023-09-07,189.7,服饰,印尼,0
U00027,ORD000147,2023-01-03,149.74,服饰,印尼,0
U00027,ORD000148,2023-01-03,211.5,服饰,印尼,0
U00027,ORD000149,2024-08-21,209.29,家居,印尼,0
U00027,ORD000150,2023-08-24,132.97,美妆,印尼,0
U00028,ORD000151,2024-10-02,55.7,美妆,印尼,0
U00028,ORD000152,2024-07-03,75.3,美妆,印尼,0
U00028,ORD000153,2024-10-15,78.33,家居,印尼,0
U00028,ORD000154,2024-01-07,62.93,家居,印尼,0
U00029,ORD000155,2023-03-25,111.54,服饰,泰国,0
U00029,ORD000156,2024-12-11,80.32,3C数码,泰国,0
U00031,ORD000157,2024-01-08,159.33,3C数码,泰国,0
U00031,ORD000158,2023-03-07,161.22,美妆,泰国,0
U00031,ORD000159,2023-10-07,241.86,3C数码,泰国,0
U00031,ORD000160,2024-04-07,160.21,服饰,泰国,1
U00033,ORD000161,2023-12-30,101.65,服饰,马来西亚,0
U00033,ORD000162,2024-05-24,81.68,家居,马来西亚,0
U00033,ORD000163,2024-12-05,125.42,家居,马来西亚,0
U00033,ORD000164,2023-09-20,89.49,家居,马来西亚,0
U00035,ORD000165,2024-09-13,104.54,服饰,菲律宾,0
U00035,ORD000166,2024-06-16,121.04,食品,菲律宾,0
U00035,ORD000167,2024-12-30,134.68,美妆,菲律宾,1
U00035,ORD000168,2023-01-12,147.49,美妆,菲律宾,0
U00035,ORD000169,2023-02-25,126.25,3C数码,菲律宾,0
U00035,ORD000170,2024-03-03,153.23,家居,菲律宾,0
U00035,ORD000171,2023-09-19,151.54,家居,菲律宾,0
U00035,ORD000172,2023-09-11,167.04,3C数码,菲律宾,0
U00035,ORD000173,2024-03-15,174.74,家居,菲律宾,0
U00035,ORD000174,2023-01-31,172.32,美妆,菲律宾,0
U00035,ORD000175,2024-10-17,159.84,3C数码,菲律宾,0
U00035,ORD000176,2024-06-15,180.81,家居,菲律宾,0
U00035,ORD000177,2024-11-19,173.11,食品,菲律宾,0
U00035,ORD000178,2023-06-07,106.06,3C数码,菲律宾,0
U00035,ORD000179,2024-06-11,112.25,家居,菲律宾,0
U00035,ORD000180,2024-08-26,146.32,食品,菲律宾,0
U00035,ORD000181,2023-10-20,132.99,家居,菲律宾,0
U00035,ORD000182,2024-05-27,162.51,3C数码,菲律宾,0
U00035,ORD000183,2023-12-06,105.29,家居,菲律宾,0
U00035,ORD000184,2023-05-30,119.97,服饰,菲律宾,0
U00036,ORD000185,2024-02-07,47.58,3C数码,越南,0
U00037,ORD000186,2024-05-19,148.07,美妆,泰国,0
U00043,ORD000187,2024-01-01,643.03,3C数码,马来西亚,0
U00043,ORD000188,2023-04-03,605.03,食品,马来西亚,0
U00043,ORD000189,2024-04-19,369.92,家居,马来西亚,0
U00043,ORD000190,2023-02-13,348.28,服饰,马来西亚,0
U00043,ORD000191,2023-12-18,404.13,食品,马来西亚,0
U00043,ORD000192,2024-03-20,363.35,服饰,马来西亚,0
U00043,ORD000193,2024-04-03,594.82,服饰,马来西亚,0
U00043,ORD000194,2024-05-21,641.49,3C数码,马来西亚,0
U00043,ORD000195,2023-08-28,629.58,服饰,马来西亚,0
U00043,ORD000196,2024-11-27,511.97,3C数码,马来西亚,0
U00043,ORD000197,2023-04-14,395.18,美妆,马来西亚,0
U00043,ORD000198,2024-08-28,571.66,3C数码,马来西亚,0
U00043,ORD000199,2023-02-04,647.05,服饰,马来西亚,0
U00043,ORD000200,2023-11-06,361.63,3C数码,马来西亚,1
U00043,ORD000201,2023-02-25,599.7,3C数码,马来西亚,0
U00043,ORD000202,2024-06-22,512.01,服饰,马来西亚,0
U00043,ORD000203,2024-08-13,567.79,家居,马来西亚,0
U00043,ORD000204,2024-05-24,368.69,美妆,马来西亚,1
U00043,ORD000205,2024-07-30,424.86,家居,马来西亚,0
U00043,ORD000206,2024-07-09,628.08,服饰,马来西亚,0
U00043,ORD000207,2023-09-27,655.32,家居,马来西亚,0
U00043,ORD000208,2024-07-30,341.99,3C数码,马来西亚,0
U00043,ORD000209,2023-11-14,461.1,3C数码,马来西亚,0
U00043,ORD000210,2023-04-23,628.11,食品,马来西亚,0
U00043,ORD000211,2024-12-08,448.51,美妆,马来西亚,0
U00043,ORD000212,2023-02-19,640.48,3C数码,马来西亚,0
U00043,ORD000213,2024-06-07,653.94,家居,马来西亚,0
U00043,ORD000214,2024-06-18,635.42,服饰,马来西亚,0
U00043,ORD000215,2024-04-22,388.85,食品,马来西亚,0
U00043,ORD000216,2024-01-23,474.98,3C数码,马来西亚,0
U00043,ORD000217,2024-07-11,556.26,家居,马来西亚,0
U00043,ORD000218,2023-11-04,478.88,食品,马来西亚,0
U00043,ORD000219,2024-05-19,609.68,3C数码,马来西亚,0
U00043,ORD000220,2024-03-27,501.78,美妆,马来西亚,0
U00043,ORD000221,2024-10-10,535.02,3C数码,马来西亚,0
U00043,ORD000222,2024-07-01,607.06,3C数码,马来西亚,0
U00043,ORD000223,2024-09-08,517.09,服饰,马来西亚,0
U00043,ORD000224,2024-04-19,530.09,家居,马来西亚,1
U00043,ORD000225,2023-08-05,490.55,3C数码,马来西亚,0
U00043,ORD000226,2023-02-21,361.59,家居,马来西亚,0
U00043,ORD000227,2024-10-12,649.41,美妆,马来西亚,1
U00043,ORD000228,2023-06-08,492.53,3C数码,马来西亚,0
U00043,ORD000229,2024-12-17,368.39,3C数码,马来西亚,0
U00043,ORD000230,2024-11-10,604.9,3C数码,马来西亚,0
U00043,ORD000231,2024-04-07,377.57,服饰,马来西亚,0
U00043,ORD000232,2024-10-21,353.07,美妆,马来西亚,0
U00043,ORD000233,2024-03-14,518.84,美妆,马来西亚,0
U00043,ORD000234,2024-11-04,526.34,食品,马来西亚,0
U00045,ORD000235,2024-08-04,110.73,食品,印尼,0
U00045,ORD000236,2023-12-28,149.54,服饰,印尼,0
U00045,ORD000237,2023-10-11,105.68,服饰,印尼,0
U00045,ORD000238,2023-07-31,78.71,服饰,印尼,0
U00045,ORD000239,2023-07-25,136.7,食品,印尼,0
U00045,ORD000240,2024-04-23,102.75,服饰,印尼,0
U00047,ORD000241,2023-04-06,293.45,服饰,印尼,0
U00047,ORD000242,2023-10-14,260.89,3C数码,印尼,0
U00047,ORD000243,2024-03-19,446.04,服饰,印尼,1
U00047,ORD000244,2023-02-12,268.02,家居,印尼,0
U00047,ORD000245,2024-08-29,441.43,家居,印尼,0
U00047,ORD000246,2023-06-30,328.59,家居,印尼,0
U00047,ORD000247,2024-01-28,361.61,美妆,印尼,0
U00047,ORD000248,2023-06-02,432.09,家居,印尼,1
U00047,ORD000249,2024-07-07,424.73,家居,印尼,0
U00047,ORD000250,2024-11-04,335.23,食品,印尼,0
U00047,ORD000251,2024-07-29,372.1,家居,印尼,0
U00047,ORD000252,2023-05-10,340.47,服饰,印尼,0
U00047,ORD000253,2024-03-10,352.69,服饰,印尼,0
U00047,ORD000254,2023-10-28,399.33,食品,印尼,0
U00047,ORD000255,2024-02-09,333.41,美妆,印尼,0
U00047,ORD000256,2024-06-26,401.04,美妆,印尼,0
U00047,ORD000257,2024-10-10,425.93,美妆,印尼,0
U00047,ORD000258,2023-06-10,289.86,美妆,印尼,0
U00047,ORD000259,2023-05-04,334.37,美妆,印尼,0
U00047,ORD000260,2023-07-19,368.22,家居,印尼,0
U00047,ORD000261,2023-05-19,267.32,食品,印尼,0
U00047,ORD000262,2023-12-22,422.85,服饰,印尼,0
U00047,ORD000263,2024-11-19,230.55,3C数码,印尼,0
U00047,ORD000264,2023-07-09,294.04,美妆,印尼,0
U00047,ORD000265,2023-04-04,299.82,美妆,印尼,0
U00047,ORD000266,2023-01-29,402.99,3C数码,印尼,0
U00047,ORD000267,2024-12-03,359.94,美妆,印尼,0
U00047,ORD000268,2023-05-10,369.51,3C数码,印尼,0
U00047,ORD000269,2024-07-17,291.14,家居,印尼,0
U00047,ORD000270,2024-09-03,225.49,美妆,印尼,0
U00047,ORD000271,2024-06-21,349.18,3C数码,印尼,0
U00047,ORD000272,2024-03-06,315.18,服饰,印尼,0
U00047,ORD000273,2024-12-19,317.3,美妆,印尼,0
U00047,ORD000274,2024-03-12,250.7,美妆,印尼,0
U00047,ORD000275,2024-11-09,266.9,服饰,印尼,0
U00047,ORD000276,2024-11-30,268.31,服饰,印尼,0
U00047,ORD000277,2024-03-24,245.8,食品,印尼,0
U00047,ORD000278,2023-11-26,337.42,家居,印尼,0
U00047,ORD000279,2024-01-09,365.74,食品,印尼,0
U00047,ORD000280,2023-07-07,259.87,美妆,印尼,0
U00047,ORD000281,2023-06-16,319.03,3C数码,印尼,0
U00047,ORD000282,2023-12-07,229.49,家居,印尼,0
U00047,ORD000283,2023-04-16,356.7,3C数码,印尼,0
U00047,ORD000284,2024-11-11,391.76,服饰,印尼,0
U00047,ORD000285,2023-03-09,381.27,美妆,印尼,0
U00047,ORD000286,2023-06-12,282.59,家居,印尼,0
U00047,ORD000287,2024-05-01,408.93,美妆,印尼,0
U00048,ORD000288,2024-07-09,63.18,服饰,印尼,0
U00048,ORD000289,2024-12-12,51.56,家居,印尼,0
U00048,ORD000290,2024-07-22,57.51,服饰,印尼,0
U00048,ORD000291,2024-12-21,52.79,美妆,印尼,0
U00049,ORD000292,2023-08-20,148.13,家居,泰国,0
U00049,ORD000293,2023-11-15,86.53,美妆,泰国,0
U00049,ORD000294,2023-09-13,111.18,美妆,泰国,0
U00049,ORD000295,2024-03-08,123.97,家居,泰国,0
U00050,ORD000296,2024-07-21,126.45,3C数码,马来西亚,0
U00050,ORD000297,2023-01-06,68.25,服饰,马来西亚,0
U00052,ORD000298,2023-08-12,114.98,家居,马来西亚,0
U00052,ORD000299,2024-06-22,71.8,3C数码,马来西亚,0
U00054,ORD000300,2023-08-02,74.87,服饰,印尼,0
U00054,ORD000301,2023-04-02,77.1,3C数码,印尼,0
U00057,ORD000302,2024-12-18,190.41,家居,泰国,0
U00057,ORD000303,2024-09-07,223.78,美妆,泰国,0
U00057,ORD000304,2024-10-27,195.34,家居,泰国,0
U00057,ORD000305,2023-04-04,234.41,家居,泰国,0
U00057,ORD000306,2024-09-26,217.04,3C数码,泰国,0
U00057,ORD000307,2023-04-02,170.09,美妆,泰国,0
U00057,ORD000308,2023-08-24,234.15,服饰,泰国,0
U00059,ORD000309,2023-03-03,63.88,食品,越南,0
U00059,ORD000310,2024-10-12,41.83,3C数码,越南,0
U00059,ORD000311,2024-09-24,45.13,服饰,越南,0
U00059,ORD000312,2023-05-19,36.09,3C数码,越南,0
U00060,ORD000313,2024-03-25,118.02,美妆,越南,0
U00060,ORD000314,2024-10-15,119.11,服饰,越南,0
U00060,ORD000315,2023-01-20,77.14,食品,越南,0
U00060,ORD000316,2023-06-18,63.58,美妆,越南,0
U00061,ORD000317,2023-04-15,237.33,家居,越南,0
U00061,ORD000318,2023-10-23,292.3,食品,越南,0
U00061,ORD000319,2023-01-19,287.13,3C数码,越南,0
U00061,ORD000320,2023-01-07,303.13,食品,越南,0
U00061,ORD000321,2023-03-03,268.66,3C数码,越南,0
U00061,ORD000322,2024-09-16,350.16,家居,越南,0
U00061,ORD000323,2024-09-07,197.61,家居,越南,0
U00061,ORD000324,2024-01-16,201.93,3C数码,越南,0
U00061,ORD000325,2023-07-05,312.79,食品,越南,0
U00061,ORD000326,2024-10-29,306.23,服饰,越南,0
U00061,ORD000327,2023-03-14,264.39,食品,越南,0
U00061,ORD000328,2023-04-26,334.8,美妆,越南,0
U00061,ORD000329,2024-11-10,279.86,食品,越南,0
U00061,ORD000330,2023-11-05,259.29,服饰,越南,0
U00061,ORD000331,2023-05-20,291.83,服饰,越南,0
U00061,ORD000332,2024-04-17,247.64,3C数码,越南,0
U00061,ORD000333,2024-08-14,266.07,3C数码,越南,1
U00061,ORD000334,2024-01-23,183.94,家居,越南,0
U00061,ORD000335,2024-10-24,313.64,美妆,越南,0
U00061,ORD000336,2023-09-21,208.59,美妆,越南,0
U00061,ORD000337,2023-07-11,191.02,3C数码,越南,0
U00061,ORD000338,2023-05-27,335.28,3C数码,越南,0
U00061,ORD000339,2024-12-21,287.31,服饰,越南,0
U00061,ORD000340,2024-03-09,302.49,家居,越南,0
U00061,ORD000341,2024-05-23,260.8,服饰,越南,0
U00061,ORD000342,2023-11-15,288.03,服饰,越南,0
U00061,ORD000343,2024-04-12,326.29,服饰,越南,0
U00061,ORD000344,2024-01-22,186.88,3C数码,越南,0
U00061,ORD000345,2023-06-11,216.38,3C数码,越南,0
U00061,ORD000346,2023-07-18,296.62,3C数码,越南,0
U00063,ORD000347,2024-07-03,119.65,3C数码,越南,0
U00063,ORD000348,2023-03-15,103.31,3C数码,越南,0
U00063,ORD000349,2024-04-21,76.71,3C数码,越南,0
U00063,ORD000350,2023-04-11,72.23,食品,越南,0
U00063,ORD000351,2023-10-12,105.63,食品,越南,0
U00063,ORD000352,2024-06-22,97.99,食品,越南,0
U00064,ORD000353,2024-03-04,147.51,食品,越南,0
U00064,ORD000354,2024-09-27,157.66,服饰,越南,0
U00064,ORD000355,2024-04-10,103.5,美妆,越南,0
U00064,ORD000356,2023-01-29,167.39,3C数码,越南,0
U00064,ORD000357,2024-06-20,165.0,3C数码,越南,0
U00064,ORD000358,2023-07-17,120.25,服饰,越南,0
U00064,ORD000359,2024-11-29,173.37,3C数码,越南,0
U00064,ORD000360,2024-09-11,118.35,食品,越南,0
U00064,ORD000361,2023-04-17,102.18,美妆,越南,0
U00064,ORD000362,2023-04-07,140.61,服饰,越南,0
U00064,ORD000363,2023-07-26,106.13,食品,越南,0
U00064,ORD000364,2023-08-01,113.5,美妆,越南,0
U00064,ORD000365,2023-07-08,136.17,家居,越南,0
U00064,ORD000366,2023-03-16,155.45,服饰,越南,0
U00064,ORD000367,2024-11-19,177.54,服饰,越南,0
U00064,ORD000368,2023-03-26,179.75,美妆,越南,0
U00064,ORD000369,2024-01-30,137.19,家居,越南,0
U00064,ORD000370,2023-11-14,123.09,家居,越南,0
U00065,ORD000371,2023-02-28,82.65,服饰,印尼,0
U00065,ORD000372,2023-03-06,72.98,服饰,印尼,0
U00065,ORD000373,2024-06-19,77.19,家居,印尼,0
U00065,ORD000374,2024-10-10,66.11,家居,印尼,0
U00066,ORD000375,2024-11-22,125.23,家居,泰国,1
U00066,ORD000376,2023-09-07,110.15,家居,泰国,0
U00068,ORD000377,2023-05-31,254.74,家居,泰国,0
U00068,ORD000378,2024-02-05,221.1,家居,泰国,0
U00068,ORD000379,2023-05-07,214.68,美妆,泰国,0
U00068,ORD000380,2023-02-27,260.1,食品,泰国,0
U00068,ORD000381,2023-03-07,299.52,3C数码,泰国,0
U00068,ORD000382,2024-03-10,287.76,家居,泰国,0
U00068,ORD000383,2023-05-24,331.06,食品,泰国,0
U00068,ORD000384,2024-07-08,331.2,家居,泰国,0
U00068,ORD000385,2024-02-28,269.56,服饰,泰国,0
U00068,ORD000386,2023-02-06,279.83,美妆,泰国,0
U00068,ORD000387,2023-05-17,233.72,3C数码,泰国,0
U00068,ORD000388,2024-05-09,210.36,美妆,泰国,0
U00068,ORD000389,2024-10-06,367.65,家居,泰国,0
U00068,ORD000390,2024-09-03,329.94,美妆,泰国,0
U00068,ORD000391,2024-06-17,221.88,3C数码,泰国,0
U00068,ORD000392,2023-07-31,212.11,服饰,泰国,0
U00069,ORD000393,2024-01-23,148.25,3C数码,马来西亚,0
U00069,ORD000394,2023-03-02,154.39,美妆,马来西亚,0
U00069,ORD000395,2024-01-16,207.65,食品,马来西亚,0
U00069,ORD000396,2023-08-22,125.9,美妆,马来西亚,0
U00069,ORD000397,2024-03-14,116.32,3C数码,马来西亚,0
U00069,ORD000398,2024-03-04,142.01,家居,马来西亚,0
U00069,ORD000399,2024-05-01,123.35,3C数码,马来西亚,0
U00069,ORD000400,2024-10-02,193.36,家居,马来西亚,0
U00070,ORD000401,2024-02-09,58.38,美妆,菲律宾,0
U00070,ORD000402,2023-12-23,64.83,服饰,菲律宾,0
U00071,ORD000403,2023-10-21,138.91,家居,泰国,0
U00071,ORD000404,2023-02-15,91.25,服饰,泰国,0
U00071,ORD000405,2023-12-10,141.99,服饰,泰国,0
U00071,ORD000406,2024-08-23,85.75,3C数码,泰国,0
U00073,ORD000407,2023-12-21,54.62,服饰,菲律宾,0
U00075,ORD000408,2024-12-30,120.43,美妆,印尼,0
U00075,ORD000409,2023-12-23,127.33,3C数码,印尼,1
U00075,ORD000410,2023-10-05,112.45,美妆,印尼,0
U00076,ORD000411,2024-12-23,43.78,美妆,菲律宾,0
U00076,ORD000412,2024-11-29,51.95,3C数码,菲律宾,0
U00080,ORD000413,2024-04-06,47.2,家居,菲律宾,0
U00081,ORD000414,2024-04-06,81.58,服饰,印尼,0
U00081,ORD000415,2024-11-04,83.29,服饰,印尼,0
U00083,ORD000416,2023-09-20,164.84,服饰,泰国,0
U00083,ORD000417,2023-10-29,220.16,3C数码,泰国,0
U00083,ORD000418,2023-09-09,198.82,服饰,泰国,0
U00083,ORD000419,2023-09-07,226.07,美妆,泰国,0
U00083,ORD000420,2023-05-17,161.26,美妆,泰国,0
U00083,ORD000421,2023-03-29,126.74,3C数码,泰国,0
U00083,ORD000422,2024-08-05,173.42,食品,泰国,1
U00083,ORD000423,2023-03-14,154.86,食品,泰国,0
U00084,ORD000424,2024-08-26,123.93,食品,越南,1
U00084,ORD000425,2023-04-08,113.42,服饰,越南,0
U00084,ORD000426,2024-09-18,144.34,美妆,越南,0
U00084,ORD000427,2023-01-08,118.54,3C数码,越南,0
U00084,ORD000428,2023-03-26,126.06,服饰,越南,0
U00084,ORD000429,2024-08-13,127.76,食品,越南,0
U00084,ORD000430,2023-03-19,166.72,3C数码,越南,0
U00084,ORD000431,2024-04-04,177.77,3C数码,越南,0
U00084,ORD000432,2023-12-08,119.72,美妆,越南,0
U00084,ORD000433,2024-04-13,129.14,食品,越南,0
U00084,ORD000434,2024-11-23,156.56,食品,越南,0
U00084,ORD000435,2023-01-10,110.83,3C数码,越南,0
U00084,ORD000436,2023-04-03,151.66,服饰,越南,0
U00084,ORD000437,2023-07-20,118.42,3C数码,越南,0
U00084,ORD000438,2024-10-24,175.47,美妆,越南,0
U00084,ORD000439,2024-04-21,169.55,美妆,越南,0
U00084,ORD000440,2024-10-04,102.61,食品,越南,0
U00084,ORD000441,2023-05-06,139.38,美妆,越南,0
U00084,ORD000442,2023-04-17,127.3,美妆,越南,0
U00084,ORD000443,2023-10-08,153.58,食品,越南,0
U00085,ORD000444,2024-06-23,69.57,服饰,越南,0
U00085,ORD000445,2023-09-13,70.12,3C数码,越南,0
U00086,ORD000446,2023-12-15,142.58,家居,印尼,0
U00086,ORD000447,2024-04-04,132.18,美妆,印尼,0
U00086,ORD000448,2024-04-05,77.08,服饰,印尼,0
