user_id,country,channel,recency,frequency,monetary,r_score,f_score,m_score,segment
U02293,印尼,社交媒体,31.0,40,13365.51,3,5,5,一般挽留用户
U00830,泰国,付费广告,38.0,23,13307.36,3,5,5,一般挽留用户
U06729,菲律宾,内容营销,39.0,46,13273.07,3,5,5,一般挽留用户
U05991,印尼,社交媒体,13.0,40,13258.35,3,5,5,一般挽留用户
U01691,印尼,付费广告,64.0,41,13235.86,2,5,5,重要保持用户
U02250,泰国,社交媒体,53.0,23,13154.2,2,5,5,重要保持用户
U06661,越南,KOL推荐,19.0,49,13145.22,3,5,5,一般挽留用户
U07989,菲律宾,付费广告,2.0,45,13092.0,3,5,5,一般挽留用户
U02809,印尼,社交媒体,2.0,40,13057.96,3,5,5,一般挽留用户
U00021,泰国,KOL推荐,8.0,23,13002.58,3,5,5,一般挽留用户
U03514,菲律宾,社交媒体,3.0,47,12922.46,3,5,5,一般挽留用户
U02602,印尼,社交媒体,84.0,38,12913.17,2,5,5,重要保持用户
U00989,菲律宾,社交媒体,3.0,44,12855.91,3,5,5,一般挽留用户
U05470,印尼,自然搜索,18.0,39,12712.93,3,5,5,一般挽留用户
U07999,泰国,内容营销,43.0,23,12708.7,3,5,5,一般挽留用户
U00552,印尼,社交媒体,16.0,36,12588.28,3,5,5,一般挽留用户
U01848,菲律宾,社交媒体,14.0,41,12585.17,3,5,5,一般挽留用户
U03494,印尼,付费广告,16.0,38,12550.11,3,5,5,一般挽留用户
U06757,印尼,社交媒体,22.0,36,12441.23,3,5,5,一般挽留用户
U06819,印尼,付费广告,23.0,36,12367.61,3,5,5,一般挽留用户
U04404,马来西亚,内容营销,60.0,25,12270.93,2,5,5,重要保持用户
U00601,越南,社交媒体,3.0,44,12209.73,3,5,5,一般挽留用户
U04659,印尼,KOL推荐,34.0,35,12125.45,3,5,5,一般挽留用户
U04504,印尼,付费广告,81.0,34,12111.76,2,5,5,重要保持用户
U02438,印尼,付费广告,48.0,35,12059.55,3,5,5,一般挽留用户
U07330,泰国,自然搜索,15.0,21,12032.61,3,5,5,一般挽留用户
U06851,马来西亚,社交媒体,21.0,24,12024.55,3,5,5,一般挽留用户
U07892,菲律宾,内容营销,5.0,42,11913.55,3,5,5,一般挽留用户
U03757,越南,KOL推荐,6.0,44,11873.43,3,5,5,一般挽留用户
U07616,越南,付费广告,4.0,45,11851.51,3,5,5,一般挽留用户
U04322,印尼,自然搜索,32.0,34,11788.13,3,5,5,一般挽留用户
U03802,菲律宾,付费广告,13.0,41,11782.74,3,5,5,一般挽留用户
U01858,菲律宾,付费广告,16.0,39,11778.79,3,5,5,一般挽留用户
U05539,越南,付费广告,12.0,44,11729.4,3,5,5,一般挽留用户
U05140,印尼,内容营销,16.0,34,11678.44,3,5,5,一般挽留用户
U01613,越南,自然搜索,4.0,45,11642.35,3,5,5,一般挽留用户
U05003,越南,付费广告,18.0,43,11569.85,3,5,5,一般挽留用户
U07651,泰国,自然搜索,10.0,20,11550.43,3,5,5,一般挽留用户
U05332,泰国,付费广告,71.0,19,11495.48,2,5,5,重要保持用户
U06411,越南,KOL推荐,40.0,42,11353.47,3,5,5,一般挽留用户
U02931,印尼,付费广告,13.0,33,11222.96,3,5,5,一般挽留用户
U00966,印尼,社交媒体,2.0,31,11222.03,3,5,5,一般挽留用户
U01198,印尼,社交媒体,3.0,31,11020.21,3,5,5,一般挽留用户
U04700,泰国,付费广告,55.0,18,11016.73,2,5,5,重要保持用户
U06103,马来西亚,付费广告,4.0,20,10903.78,3,5,5,一般挽留用户
U04647,越南,自然搜索,52.0,40,10901.99,2,5,5,重要保持用户
U06482,印尼,自然搜索,4.0,33,10842.55,3,5,5,一般挽留用户
U06585,越南,付费广告,18.0,41,10798.94,3,5,5,一般挽留用户
U03859,菲律宾,KOL推荐,3.0,38,10790.39,3,5,5,一般挽留用户
U00932,马来西亚,自然搜索,16.0,23,10744.68,3,5,5,一般挽留用户
U07110,印尼,KOL推荐,57.0,32,10732.45,2,5,5,重要保持用户
U06349,印尼,付费广告,48.0,31,10721.06,3,5,5,一般挽留用户
U03831,菲律宾,KOL推荐,9.0,36,10620.19,3,5,5,一般挽留用户
U03588,泰国,KOL推荐,20.0,19,10553.85,3,5,5,一般挽留用户
U04964,印尼,自然搜索,64.0,33,10419.25,2,5,5,重要保持用户
U02996,泰国,内容营销,114.0,19,10395.84,2,5,5,重要保持用户
U02698,菲律宾,社交媒体,32.0,34,10373.93,3,5,5,一般挽留用户
U01102,菲律宾,付费广告,5.0,35,10299.1,3,5,5,一般挽留用户
U07046,印尼,自然搜索,16.0,30,10106.73,3,5,5,一般挽留用户
U06538,越南,内容营销,8.0,36,10030.37,3,5,5,一般挽留用户
U03766,印尼,付费广告,10.0,30,9891.91,3,5,5,一般挽留用户
U04133,印尼,自然搜索,2.0,28,9794.8,3,5,5,一般挽留用户
U01872,印尼,付费广告,14.0,30,9633.24,3,5,5,一般挽留用户
U00298,印尼,自然搜索,31.0,30,9632.98,3,5,5,一般挽留用户
U05871,泰国,付费广告,10.0,18,9504.08,3,5,5,一般挽留用户
U04469,菲律宾,社交媒体,13.0,32,9495.46,3,5,5,一般挽留用户
U02157,越南,自然搜索,2.0,37,9425.34,3,5,5,一般挽留用户
U01574,泰国,付费广告,10.0,16,9416.7,3,5,5,一般挽留用户
U00968,印尼,社交媒体,51.0,26,9406.59,2,5,5,重要保持用户
U01016,泰国,自然搜索,8.0,16,9388.98,3,5,5,一般挽留用户
U03112,印尼,自然搜索,49.0,27,9335.83,3,5,5,一般挽留用户
U03655,泰国,社交媒体,32.0,17,9240.43,3,5,5,一般挽留用户
U03748,越南,自然搜索,21.0,32,9237.94,3,5,5,一般挽留用户
U03073,越南,自然搜索,52.0,34,9236.65,2,5,5,重要保持用户
U04518,泰国,付费广告,26.0,18,9231.93,3,5,5,一般挽留用户
U06953,泰国,付费广告,34.0,16,9176.49,3,5,5,一般挽留用户
U01778,越南,付费广告,96.0,33,9131.98,2,5,5,重要保持用户
U03288,马来西亚,付费广告,4.0,18,9131.72,3,5,5,一般挽留用户
U07283,印尼,付费广告,46.0,27,9046.07,3,5,5,一般挽留用户
U07773,越南,内容营销,9.0,33,8949.44,3,5,5,一般挽留用户
U06074,越南,自然搜索,19.0,34,8937.18,3,5,5,一般挽留用户
U01176,菲律宾,自然搜索,23.0,32,8914.64,3,5,5,一般挽留用户
U05850,泰国,自然搜索,3.0,17,8890.96,3,5,5,一般挽留用户
U01459,印尼,付费广告,11.0,25,8873.81,3,5,5,一般挽留用户
U02485,马来西亚,KOL推荐,21.0,18,8668.01,3,5,5,一般挽留用户
U07767,越南,社交媒体,1.0,33,8660.41,3,5,5,一般挽留用户
U03829,泰国,自然搜索,282.0,15,8594.42,1,5,5,重要保持用户
U01207,越南,社交媒体,33.0,32,8545.68,3,5,5,一般挽留用户
U02377,菲律宾,付费广告,17.0,28,8536.2,3,5,5,一般挽留用户
U03131,菲律宾,付费广告,34.0,29,8478.49,3,5,5,一般挽留用户
U02103,印尼,付费广告,14.0,27,8457.09,3,5,5,一般挽留用户
U03569,菲律宾,KOL推荐,18.0,30,8431.05,3,5,5,一般挽留用户
U05807,马来西亚,付费广告,9.0,17,8388.56,3,5,5,一般挽留用户
U02280,越南,付费广告,1.0,31,8351.13,3,5,5,一般挽留用户
U00970,印尼,自然搜索,26.0,24,8315.45,3,5,5,一般挽留用户
U07663,印尼,付费广告,17.0,24,8259.91,3,5,5,一般挽留用户
U03055,马来西亚,付费广告,30.0,16,8205.1,3,5,5,一般挽留用户
U00061,越南,付费广告,10.0,30,8098.42,3,5,5,一般挽留用户
U03083,印尼,社交媒体,27.0,25,8037.19,3,5,5,一般挽留用户
U04200,菲律宾,付费广告,24.0,27,8024.17,3,5,5,一般挽留用户
U01679,印尼,付费广告,135.0,25,8015.87,2,5,5,重要保持用户
U05223,越南,内容营销,17.0,29,8007.99,3,5,5,一般挽留用户
U01313,菲律宾,付费广告,7.0,27,7975.34,3,5,5,一般挽留用户
U05217,印尼,社交媒体,96.0,23,7956.81,2,5,5,重要保持用户
U05903,越南,KOL推荐,49.0,29,7862.0,3,5,5,一般挽留用户
U00627,印尼,内容营销,61.0,24,7854.02,2,5,5,重要保持用户
U01576,泰国,社交媒体,40.0,15,7836.27,3,5,5,一般挽留用户
U07209,菲律宾,自然搜索,49.0,26,7802.38,3,5,5,一般挽留用户
U03904,菲律宾,社交媒体,33.0,26,7731.41,3,5,5,一般挽留用户
U01285,印尼,社交媒体,61.0,21,7542.84,2,5,5,重要保持用户
U04813,印尼,自然搜索,53.0,21,7517.13,2,5,5,重要保持用户
U03976,越南,付费广告,12.0,30,7494.24,3,5,5,一般挽留用户
U07785,印尼,付费广告,18.0,23,7460.27,3,5,5,一般挽留用户
U04316,印尼,付费广告,36.0,22,7432.24,3,5,5,一般挽留用户
U01139,印尼,社交媒体,62.0,21,7334.54,2,5,5,重要保持用户
U02846,菲律宾,社交媒体,15.0,23,7282.22,3,5,5,一般挽留用户
U05781,越南,自然搜索,30.0,27,7275.24,3,5,5,一般挽留用户
U05013,印尼,自然搜索,25.0,22,7273.6,3,5,5,一般挽留用户
U06975,越南,社交媒体,34.0,25,7217.81,3,5,5,一般挽留用户
U04139,印尼,内容营销,31.0,22,7089.15,3,5,5,一般挽留用户
U03019,菲律宾,内容营销,27.0,25,7085.66,3,5,5,一般挽留用户
U02384,越南,内容营销,12.0,26,7070.58,3,5,5,一般挽留用户
U03146,菲律宾,付费广告,14.0,26,6976.98,3,5,5,一般挽留用户
U05906,越南,内容营销,5.0,25,6943.36,3,5,5,一般挽留用户
U01478,菲律宾,付费广告,2.0,22,6806.24,3,5,5,一般挽留用户
U02652,越南,KOL推荐,41.0,26,6761.47,3,5,5,一般挽留用户
U03513,菲律宾,付费广告,16.0,24,6745.98,3,5,5,一般挽留用户
U00289,印尼,付费广告,39.0,19,6675.83,3,5,5,一般挽留用户
U07925,越南,内容营销,22.0,23,6605.98,3,5,5,一般挽留用户
U01665,菲律宾,社交媒体,28.0,23,6586.02,3,5,5,一般挽留用户
U04392,印尼,社交媒体,33.0,20,6558.12,3,5,5,一般挽留用户
U04830,菲律宾,付费广告,18.0,22,6529.56,3,5,5,一般挽留用户
U03093,菲律宾,付费广告,1.0,21,6437.95,3,5,5,一般挽留用户
U06294,菲律宾,KOL推荐,13.0,22,6283.71,3,5,5,一般挽留用户
U01128,越南,社交媒体,41.0,25,6279.86,3,5,5,一般挽留用户
U04095,越南,自然搜索,79.0,23,6193.73,2,5,5,重要保持用户
U03356,印尼,自然搜索,31.0,18,6174.02,3,5,5,一般挽留用户
U05380,泰国,自然搜索,35.0,20,5990.39,3,5,5,一般挽留用户
U02783,菲律宾,社交媒体,103.0,21,5958.47,2,5,5,重要保持用户
U07378,印尼,KOL推荐,10.0,18,5943.61,3,5,5,一般挽留用户
U03391,菲律宾,自然搜索,19.0,20,5941.63,3,5,5,一般挽留用户
U04577,泰国,付费广告,30.0,19,5940.75,3,5,5,一般挽留用户
U00524,菲律宾,付费广告,40.0,18,5938.52,3,5,5,一般挽留用户
U00856,泰国,自然搜索,97.0,20,5918.15,2,5,5,重要保持用户
U07089,泰国,付费广告,1.0,19,5916.9,3,5,5,一般挽留用户
U02914,泰国,内容营销,1.0,20,5911.58,3,5,5,一般挽留用户
U02776,泰国,付费广告,1.0,20,5872.93,3,5,5,一般挽留用户
U06801,泰国,KOL推荐,41.0,19,5861.09,3,5,5,一般挽留用户
U04009,泰国,内容营销,89.0,20,5857.46,2,5,5,重要保持用户
U04939,菲律宾,付费广告,10.0,19,5846.18,3,5,5,一般挽留用户
U00167,泰国,社交媒体,46.0,19,5817.74,3,5,5,一般挽留用户
U00145,泰国,自然搜索,53.0,19,5783.12,2,5,5,重要保持用户
U05767,泰国,社交媒体,24.0,19,5762.72,3,5,5,一般挽留用户
U01100,泰国,社交媒体,44.0,19,5749.85,3,5,5,一般挽留用户
U06747,泰国,社交媒体,39.0,20,5710.65,3,5,5,一般挽留用户
U06620,泰国,内容营销,4.0,20,5676.33,3,5,5,一般挽留用户
U01252,泰国,自然搜索,26.0,19,5669.73,3,5,5,一般挽留用户
U07614,泰国,内容营销,6.0,20,5661.46,3,5,5,一般挽留用户
U03224,泰国,付费广告,37.0,20,5629.89,3,5,5,一般挽留用户
U03727,泰国,社交媒体,22.0,20,5608.93,3,5,5,一般挽留用户
U00709,印尼,社交媒体,83.0,17,5596.18,2,5,5,重要保持用户
U01862,泰国,内容营销,39.0,19,5549.4,3,5,5,一般挽留用户
U03621,泰国,付费广告,24.0,20,5523.57,3,5,5,一般挽留用户
U02013,泰国,付费广告,26.0,20,5512.53,3,5,5,一般挽留用户
U07439,泰国,自然搜索,63.0,19,5510.62,2,5,5,重要保持用户
U00867,泰国,社交媒体,34.0,19,5509.12,3,5,5,一般挽留用户
U00514,泰国,付费广告,25.0,19,5498.01,3,5,5,一般挽留用户
U02743,泰国,付费广告,22.0,18,5484.72,3,5,5,一般挽留用户
U04731,泰国,付费广告,28.0,19,5483.92,3,5,5,一般挽留用户
U06152,泰国,付费广告,55.0,19,5483.68,2,5,5,重要保持用户
U04872,泰国,付费广告,12.0,20,5481.65,3,5,5,一般挽留用户
U04965,泰国,自然搜索,162.0,19,5481.17,2,5,5,重要保持用户
U05977,泰国,付费广告,8.0,20,5465.67,3,5,5,一般挽留用户
U00288,越南,自然搜索,16.0,21,5452.82,3,5,5,一般挽留用户
U03769,泰国,自然搜索,44.0,19,5447.98,3,5,5,一般挽留用户
U01580,泰国,付费广告,11.0,20,5431.74,3,5,5,一般挽留用户
U00718,泰国,内容营销,97.0,19,5416.88,2,5,5,重要保持用户
U06737,泰国,内容营销,24.0,19,5412.11,3,5,5,一般挽留用户
U02668,印尼,社交媒体,40.0,17,5410.6,3,5,5,一般挽留用户
U05677,泰国,内容营销,68.0,19,5403.97,2,5,5,重要保持用户
U06325,泰国,内容营销,45.0,18,5398.81,3,5,5,一般挽留用户
U07380,越南,内容营销,63.0,20,5388.22,2,5,5,重要保持用户
U03455,泰国,自然搜索,15.0,19,5383.71,3,5,5,一般挽留用户
U06033,泰国,自然搜索,13.0,19,5366.64,3,5,5,一般挽留用户
U03409,泰国,付费广告,118.0,19,5366.39,2,5,5,重要保持用户
U00335,泰国,付费广告,11.0,18,5319.68,3,5,5,一般挽留用户
U04771,越南,社交媒体,4.0,21,5314.67,3,5,5,一般挽留用户
U07417,泰国,付费广告,2.0,19,5312.53,3,5,5,一般挽留用户
U05922,泰国,自然搜索,21.0,18,5300.6,3,5,5,一般挽留用户
U01428,印尼,付费广告,3.0,16,5296.14,3,5,5,一般挽留用户
U02344,马来西亚,内容营销,3.0,20,5265.93,3,5,5,一般挽留用户
U03687,越南,社交媒体,75.0,19,5262.37,2,5,5,重要保持用户
U06572,泰国,付费广告,41.0,19,5256.23,3,5,5,一般挽留用户
U04066,泰国,付费广告,77.0,18,5253.63,2,5,5,重要保持用户
U05629,泰国,内容营销,7.0,18,5158.53,3,5,5,一般挽留用户
U05817,印尼,付费广告,13.0,15,5135.65,3,5,5,一般挽留用户
U04979,泰国,社交媒体,14.0,17,5117.11,3,5,5,一般挽留用户
U01673,菲律宾,自然搜索,3.0,17,5096.38,3,5,5,一般挽留用户
U01644,泰国,付费广告,31.0,18,5090.33,3,5,5,一般挽留用户
U07684,泰国,KOL推荐,45.0,18,5074.7,3,5,5,一般挽留用户
U04059,马来西亚,社交媒体,179.0,19,5057.11,1,5,5,重要保持用户
U06421,越南,付费广告,96.0,18,4996.19,2,5,5,重要保持用户
U06001,泰国,自然搜索,169.0,18,4995.26,2,5,5,重要保持用户
U02779,泰国,自然搜索,97.0,18,4980.34,2,5,5,重要保持用户
U06526,泰国,付费广告,14.0,17,4967.72,3,5,5,一般挽留用户
U00175,泰国,付费广告,22.0,17,4944.95,3,5,5,一般挽留用户
U05431,泰国,内容营销,28.0,17,4895.12,3,5,5,一般挽留用户
U00486,泰国,自然搜索,32.0,17,4887.51,3,5,5,一般挽留用户
U06084,泰国,自然搜索,4.0,17,4886.29,3,5,5,一般挽留用户
U03156,马来西亚,内容营销,89.0,18,4865.8,2,5,5,重要保持用户
U00744,泰国,付费广告,44.0,18,4855.69,3,5,5,一般挽留用户
U05788,马来西亚,社交媒体,63.0,19,4821.16,2,5,5,重要保持用户
U03378,泰国,自然搜索,5.0,16,4812.03,3,5,5,一般挽留用户
U04097,泰国,内容营销,28.0,17,4809.91,3,5,5,一般挽留用户
U05682,马来西亚,KOL推荐,11.0,19,4798.28,3,5,5,一般挽留用户
U04929,马来西亚,KOL推荐,11.0,19,4796.56,3,5,5,一般挽留用户
U01112,泰国,付费广告,6.0,16,4783.55,3,5,5,一般挽留用户
U00242,马来西亚,自然搜索,1.0,19,4767.31,3,5,5,一般挽留用户
U07726,泰国,付费广告,4.0,15,4764.86,3,5,5,一般挽留用户
U03814,越南,自然搜索,73.0,17,4760.78,2,5,5,重要保持用户
U03696,马来西亚,付费广告,49.0,19,4754.52,3,5,5,一般挽留用户
U02877,泰国,付费广告,1.0,17,4748.88,3,5,5,一般挽留用户
U02230,印尼,付费广告,74.0,15,4748.47,2,5,5,重要保持用户
U01725,泰国,内容营销,33.0,16,4743.51,3,5,5,一般挽留用户
U00806,马来西亚,付费广告,27.0,18,4736.5,3,5,5,一般挽留用户
U04894,越南,付费广告,51.0,17,4732.48,2,5,5,重要保持用户
U00693,泰国,自然搜索,56.0,16,4730.48,2,5,5,重要保持用户
U01820,泰国,社交媒体,59.0,16,4695.71,2,5,5,重要保持用户
U06473,马来西亚,内容营销,7.0,18,4687.36,3,5,5,一般挽留用户
U04775,菲律宾,付费广告,1.0,15,4671.43,3,5,5,一般挽留用户
U03789,马来西亚,社交媒体,66.0,19,4665.15,2,5,5,重要保持用户
U00215,泰国,付费广告,40.0,17,4650.28,3,5,5,一般挽留用户
U02243,马来西亚,付费广告,3.0,19,4631.16,3,5,5,一般挽留用户
U00202,泰国,内容营销,117.0,16,4611.34,2,5,5,重要保持用户
U06885,马来西亚,内容营销,7.0,18,4607.63,3,5,5,一般挽留用户
U04846,马来西亚,内容营销,14.0,18,4605.16,3,5,5,一般挽留用户
U06748,马来西亚,自然搜索,98.0,17,4604.23,2,5,5,重要保持用户
U04202,泰国,自然搜索,7.0,16,4592.39,3,5,5,一般挽留用户
U06214,菲律宾,付费广告,43.0,16,4591.81,3,5,5,一般挽留用户
U02095,菲律宾,付费广告,29.0,15,4575.48,3,5,5,一般挽留用户
U06133,泰国,付费广告,37.0,16,4569.6,3,5,5,一般挽留用户
U03087,泰国,社交媒体,21.0,16,4568.55,3,5,5,一般挽留用户
U07732,泰国,内容营销,39.0,17,4561.73,3,5,5,一般挽留用户
U04800,泰国,社交媒体,10.0,15,4553.71,3,5,5,一般挽留用户
U01988,越南,自然搜索,26.0,18,4536.77,3,5,5,一般挽留用户
U01746,泰国,KOL推荐,52.0,16,4532.03,2,5,5,重要保持用户
U02118,泰国,自然搜索,41.0,16,4528.37,3,5,5,一般挽留用户
U04084,泰国,自然搜索,41.0,16,4518.97,3,5,5,一般挽留用户
U00869,马来西亚,付费广告,19.0,18,4478.41,3,5,5,一般挽留用户
U05485,马来西亚,内容营销,4.0,18,4477.54,3,5,5,一般挽留用户
U02527,马来西亚,自然搜索,36.0,17,4376.1,3,5,5,一般挽留用户
U06503,泰国,付费广告,62.0,15,4366.58,2,5,5,重要保持用户
U05369,泰国,付费广告,29.0,15,4364.94,3,5,5,一般挽留用户
U01800,马来西亚,KOL推荐,3.0,16,4363.13,3,5,5,一般挽留用户
U06892,马来西亚,自然搜索,29.0,18,4342.68,3,5,5,一般挽留用户
U00068,泰国,付费广告,86.0,16,4325.21,2,5,5,重要保持用户
U01256,泰国,自然搜索,16.0,15,4296.2,3,5,5,一般挽留用户
U06417,马来西亚,社交媒体,47.0,17,4282.34,3,5,5,一般挽留用户
U04402,泰国,付费广告,1.0,15,4281.39,3,5,5,一般挽留用户
U03237,马来西亚,内容营销,17.0,17,4263.59,3,5,5,一般挽留用户
U01794,泰国,付费广告,15.0,14,4212.88,3,5,5,一般挽留用户
U04602,马来西亚,付费广告,2.0,16,4198.75,3,5,5,一般挽留用户
U00458,泰国,内容营销,25.0,15,4197.39,3,5,5,一般挽留用户
U00998,马来西亚,自然搜索,71.0,16,4186.69,2,5,5,重要保持用户
U03730,泰国,社交媒体,24.0,14,4158.24,3,5,5,一般挽留用户
U07572,泰国,内容营销,27.0,14,4154.18,3,5,5,一般挽留用户
U06402,泰国,自然搜索,26.0,14,4153.87,3,5,5,一般挽留用户
U07879,泰国,自然搜索,12.0,14,4144.02,3,5,5,一般挽留用户
U00014,泰国,社交媒体,21.0,15,4133.53,3,5,5,一般挽留用户
U00866,泰国,付费广告,14.0,13,4126.93,3,5,5,一般挽留用户
U00488,马来西亚,自然搜索,19.0,17,4103.02,3,5,5,一般挽留用户
U00587,泰国,KOL推荐,215.0,14,4102.1,1,5,5,重要保持用户
U01911,菲律宾,内容营销,3.0,16,4095.56,3,5,5,一般挽留用户
U07184,泰国,自然搜索,13.0,14,4059.52,3,5,5,一般挽留用户
