user_id,order_id,order_date,order_amount,category
U00225,ORD000044,2024-07-08,219.66,服饰
U00225,ORD000045,2024-08-05,211.93,食品
U00230,ORD000046,2024-10-18,486.02,美妆
U00234,ORD000047,2024-09-15,273.46,食品
U00238,ORD000048,2024-03-01,353.36,数码
U00238,ORD000049,2024-03-21,299.97,食品
U00240,ORD000050,2024-06-03,459.46,美妆
U00240,ORD000051,2024-06-14,187.04,数码
U00243,ORD000052,2024-12-17,308.01,食品
U00249,ORD000053,2024-12-25,405.14,数码
U00253,ORD000054,2024-12-05,259.84,美妆
U00258,ORD000055,2024-11-01,496.08,数码
U00258,ORD000056,2024-11-15,265.06,数码
U00260,ORD000057,2024-04-25,428.53,服饰
U00261,ORD000058,2024-10-17,481.83,食品
U00267,ORD000059,2024-11-04,229.6,服饰
U00268,ORD000060,2024-11-04,155.86,食品
U00275,ORD000061,2024-09-21,453.11,家居
U00275,ORD000062,2024-10-14,255.39,家居
U00276,ORD000063,2024-09-17,490.62,家居
U00279,ORD000064,2024-11-03,144.6,家居
U00283,ORD000065,2024-08-15,194.93,美妆
U00285,ORD000066,2024-10-06,219.5,服饰
U00291,ORD000067,2024-03-07,157.65,食品
U00291,ORD000068,2024-03-20,59.49,美妆
U00292,ORD000069,2024-03-13,182.44,服饰
U00296,ORD000070,2024-09-21,70.73,服饰
U00300,ORD000071,2024-04-20,238.54,服饰
U00300,ORD000072,2024-05-01,103.72,数码
U00302,ORD000073,2024-09-26,185.26,家居
U00302,ORD000074,2024-10-11,148.47,服饰
U00310,ORD000075,2024-07-12,187.16,食品
U00310,ORD000076,2024-08-08,111.62,食品
U00314,ORD000077,2024-12-28,495.25,数码
U00314,ORD000078,2025-01-22,75.56,数码
U00317,ORD000079,2024-08-24,251.18,数码
U00317,ORD000080,2024-09-15,158.93,美妆
U00324,ORD000081,2024-07-16,55.2,服饰
U00326,ORD000082,2024-11-10,392.4,数码
U00327,ORD000083,2024-10-02,84.9,食品
U00333,ORD000084,2024-02-15,54.48,家居
U00333,ORD000085,2024-02-27,48.05,食品
U00340,ORD000086,2024-04-26,383.06,服饰
U00341,ORD000087,2024-09-14,96.59,数码
U00344,ORD000088,2024-08-29,434.61,家居
U00345,ORD000089,2024-08-19,139.14,家居
U00345,ORD000090,2024-09-11,221.33,美妆
U00355,ORD000091,2024-04-06,226.2,美妆
U00355,ORD000092,2024-05-06,150.54,美妆
U00368,ORD000093,2024-12-16,91.22,数码
U00368,ORD000094,2025-01-13,259.49,家居
U00383,ORD000095,2024-10-19,187.45,食品
U00400,ORD000096,2024-11-15,222.21,数码
U00400,ORD000097,2024-12-15,37.05,数码
U00401,ORD000098,2024-04-27,317.33,服饰
U00402,ORD000099,2024-12-14,114.78,美妆
U00403,ORD000100,2024-09-20,104.59,食品
U00407,ORD000101,2024-08-17,452.37,数码
U00407,ORD000102,2024-09-05,87.98,食品
U00411,ORD000103,2024-07-29,278.8,食品
U00411,ORD000104,2024-08-13,179.76,美妆
U00414,ORD000105,2024-10-04,74.23,家居
U00421,ORD000106,2024-11-20,154.63,服饰
U00421,ORD000107,2024-12-19,54.11,服饰
U00428,ORD000108,2024-12-10,411.9,数码
U00428,ORD000109,2025-01-06,104.41,服饰
U00436,ORD000110,2024-11-05,96.75,家居
U00440,ORD000111,2024-04-18,404.13,家居
U00443,ORD000112,2024-08-12,312.75,食品
U00443,ORD000113,2024-08-31,100.89,食品
U00454,ORD000114,2024-12-14,250.05,美妆
U00458,ORD000115,2024-09-10,485.68,美妆
U00470,ORD000116,2024-12-28,212.04,服饰
U00482,ORD000117,2024-11-05,433.7,家居
U00482,ORD000118,2024-11-17,220.18,服饰
U00491,ORD000119,2024-09-04,425.01,食品
U00496,ORD000120,2024-08-08,251.09,美妆
U00497,ORD000121,2024-10-06,227.39,食品
U00502,ORD000122,2024-09-25,259.66,食品
U00508,ORD000123,2024-12-02,68.25,食品
U00508,ORD000124,2024-12-22,180.25,食品
U00526,ORD000125,2024-09-09,431.33,服饰
U00530,ORD000126,2024-12-08,447.83,服饰
U00532,ORD000127,2025-01-01,362.54,数码
U00559,ORD000128,2024-11-13,140.07,家居
U00563,ORD000129,2024-05-14,55.55,美妆
U00564,ORD000130,2024-02-16,135.78,美妆
U00565,ORD000131,2024-08-08,282.18,食品
U00565,ORD000132,2024-09-04,52.72,服饰
U00567,ORD000133,2024-08-18,120.3,食品
U00567,ORD000134,2024-08-25,178.7,家居
U00573,ORD000135,2024-08-21,445.23,食品
U00573,ORD000136,2024-09-19,93.01,服饰
U00610,ORD000137,2024-11-01,431.19,数码
U00622,ORD000138,2024-06-18,332.27,数码
U00624,ORD000139,2024-09-14,160.55,食品
U00626,ORD000140,2024-08-12,255.39,食品
U00642,ORD000141,2024-07-28,347.25,服饰
U00642,ORD000142,2024-08-15,105.82,食品
U00651,ORD000143,2024-04-18,292.23,数码
U00651,ORD000144,2024-05-10,210.99,食品
U00672,ORD000145,2024-12-15,85.37,家居
U00684,ORD000146,2024-10-29,284.95,服饰
U00694,ORD000147,2024-07-03,301.71,食品
U00696,ORD000148,2024-10-13,464.05,家居
U00718,ORD000149,2024-12-26,185.87,数码
U00718,ORD000150,2025-01-10,260.36,家居
U00720,ORD000151,2024-11-13,128.89,数码
U00720,ORD000152,2024-11-29,222.2,家居
U00726,ORD000153,2024-12-01,129.71,食品
U00726,ORD000154,2024-12-14,105.31,服饰
U00727,ORD000155,2024-05-18,196.03,食品
U00728,ORD000156,2024-11-23,412.0,食品
U00728,ORD000157,2024-12-01,110.47,美妆
U00733,ORD000158,2024-10-27,74.79,家居
U00733,ORD000159,2024-11-04,241.78,服饰
U00742,ORD000160,2024-07-23,139.23,美妆
U00742,ORD000161,2024-08-03,180.9,数码
U00745,ORD000162,2024-06-25,450.87,服饰
U00745,ORD000163,2024-07-05,122.38,食品
U00753,ORD000164,2024-10-16,347.59,服饰
U00753,ORD000165,2024-10-30,68.69,食品
U00754,ORD000166,2024-08-02,331.33,美妆
U00757,ORD000167,2024-10-16,268.0,食品
U00757,ORD000168,2024-10-24,44.69,美妆
U00758,ORD000169,2024-09-26,197.25,食品
U00761,ORD000170,2024-05-24,462.22,家居
U00763,ORD000171,2024-07-02,336.97,家居
U00770,ORD000172,2024-11-30,464.41,家居
U00776,ORD000173,2024-05-25,324.44,食品
U00784,ORD000174,2024-08-06,116.27,食品
U00784,ORD000175,2024-08-30,111.27,服饰
U00785,ORD000176,2024-06-06,348.01,数码
U00785,ORD000177,2024-07-06,34.69,服饰
U00786,ORD000178,2024-12-15,194.98,服饰
U00786,ORD000179,2025-01-09,281.43,家居
U00800,ORD000180,2024-12-20,197.36,数码
U00803,ORD000181,2024-10-07,328.32,食品
U00812,ORD000182,2024-12-01,267.63,服饰
U00816,ORD000183,2024-09-22,62.85,服饰
U00817,ORD000184,2024-10-08,255.73,家居
U00817,ORD000185,2024-10-20,260.51,服饰
U00834,ORD000186,2024-06-05,408.26,美妆
U00845,ORD000187,2024-05-23,372.47,家居
U00848,ORD000188,2025-01-03,459.29,服饰
U00858,ORD000189,2024-09-08,55.04,美妆
U00862,ORD000190,2024-09-04,270.71,家居
U00876,ORD000191,2024-05-25,415.62,服饰
U00880,ORD000192,2024-06-22,293.57,食品
U00883,ORD000193,2024-02-23,149.1,数码
U00883,ORD000194,2024-03-06,176.76,数码
U00886,ORD000195,2024-06-07,205.74,数码
U00886,ORD000196,2024-07-06,220.87,美妆
U00900,ORD000197,2024-04-16,310.06,服饰
U00917,ORD000198,2024-07-21,498.49,数码
U00919,ORD000199,2024-11-17,186.95,服饰
U00919,ORD000200,2024-12-12,126.17,服饰
U00920,ORD000201,2024-05-19,168.92,服饰
U00925,ORD000202,2024-08-26,277.58,服饰
U00928,ORD000203,2024-09-28,337.68,食品
U00935,ORD000204,2024-06-03,132.54,家居
U00935,ORD000205,2024-06-18,157.49,数码
U00940,ORD000206,2024-10-08,125.1,家居
U00940,ORD000207,2024-10-26,219.81,食品
U00944,ORD000208,2024-12-03,187.74,食品
U00946,ORD000209,2024-02-13,336.42,美妆
U00946,ORD000210,2024-02-22,180.08,服饰
U00947,ORD000211,2024-05-19,69.23,数码
U00947,ORD000212,2024-06-12,205.55,数码
U00953,ORD000213,2024-06-04,266.69,食品
U00953,ORD000214,2024-07-03,113.22,食品
U00960,ORD000215,2024-11-11,311.48,服饰
U00961,ORD000216,2024-04-18,453.76,食品
U00962,ORD000217,2024-10-12,212.27,家居
U00963,ORD000218,2024-07-02,382.15,家居
U00963,ORD000219,2024-07-25,203.06,服饰
U00965,ORD000220,2024-07-17,206.86,食品
U00965,ORD000221,2024-08-13,65.34,家居
U00968,ORD000222,2024-07-21,216.65,食品
U00970,ORD000223,2024-09-09,274.58,食品
U00983,ORD000224,2024-05-01,382.1,食品
U00984,ORD000225,2024-04-13,162.64,数码
U00984,ORD000226,2024-05-10,256.86,美妆
U00985,ORD000227,2024-11-10,124.02,服饰
U00985,ORD000228,2024-11-18,106.23,美妆
U00986,ORD000229,2024-09-14,142.15,数码
U00988,ORD000230,2024-09-01,131.83,家居
U00988,ORD000231,2024-09-24,269.77,服饰
U00996,ORD000232,2024-04-23,111.24,食品
U01001,ORD000233,2024-06-09,144.47,数码
U01004,ORD000234,2024-11-11,448.8,美妆
U01004,ORD000235,2024-11-27,293.5,食品
U01005,ORD000236,2024-11-27,182.3,家居
U01015,ORD000237,2024-11-03,131.22,服饰
U01017,ORD000238,2024-06-06,165.06,美妆
U01018,ORD000239,2024-10-05,378.42,数码
U01025,ORD000240,2024-12-23,91.78,家居
U01025,ORD000241,2025-01-21,246.61,食品
U01026,ORD000242,2024-09-12,138.25,食品
U01032,ORD000243,2024-10-11,321.23,美妆
U01034,ORD000244,2024-05-07,126.24,食品
U01071,ORD000245,2024-07-20,120.99,服饰
U01078,ORD000246,2024-10-30,140.06,家居
U01080,ORD000247,2024-12-23,164.63,服饰
U01080,ORD000248,2025-01-01,140.1,美妆
U01085,ORD000249,2024-12-21,391.01,数码
U01090,ORD000250,2024-06-26,80.19,食品
U01093,ORD000251,2024-10-13,242.47,服饰
U01094,ORD000252,2024-09-22,406.68,数码
U01114,ORD000253,2024-09-27,488.33,数码
U01115,ORD000254,2024-10-11,103.2,服饰
U01119,ORD000255,2024-07-08,279.12,服饰
U01120,ORD000256,2024-05-13,381.3,服饰
U01120,ORD000257,2024-05-23,40.41,美妆
U01124,ORD000258,2024-11-27,474.74,食品
U01126,ORD000259,2024-10-01,412.94,数码
U01132,ORD000260,2024-09-17,170.97,服饰
U01135,ORD000261,2024-10-30,482.34,食品
U01158,ORD000262,2024-12-08,53.34,服饰
U01158,ORD000263,2024-12-30,32.09,服饰
U01176,ORD000264,2024-09-26,254.62,服饰
U01179,ORD000265,2024-11-15,64.73,数码
U01183,ORD000266,2024-10-21,297.9,食品
U01183,ORD000267,2024-11-01,139.23,家居
U01184,ORD000268,2024-12-21,123.5,数码
U01184,ORD000269,2025-01-11,256.65,服饰
U01185,ORD000270,2024-04-29,244.51,美妆
U01186,ORD000271,2024-12-23,240.85,数码
U01186,ORD000272,2025-01-15,283.25,数码
U01190,ORD000273,2024-11-07,348.03,服饰
U01201,ORD000274,2024-11-15,261.68,食品
U01207,ORD000275,2024-10-31,233.81,家居
U01207,ORD000276,2024-11-19,281.29,数码
U01208,ORD000277,2024-09-03,410.11,数码
U01209,ORD000278,2024-07-12,86.12,美妆
U01213,ORD000279,2024-05-31,270.18,数码
U01214,ORD000280,2024-11-23,306.48,服饰
U01214,ORD000281,2024-12-17,155.36,食品
U01218,ORD000282,2024-10-28,441.17,数码
U01218,ORD000283,2024-11-15,87.82,数码
U01222,ORD000284,2024-05-25,93.69,美妆
U01224,ORD000285,2024-12-23,471.24,家居
U01240,ORD000286,2024-06-10,339.38,家居
U01248,ORD000287,2024-03-09,76.28,数码
U01248,ORD000288,2024-03-29,115.62,家居
U01250,ORD000289,2024-10-14,262.5,食品
U01255,ORD000290,2024-11-02,153.17,食品
U01255,ORD000291,2024-11-17,269.72,服饰
U01260,ORD000292,2024-10-07,328.63,服饰
U01260,ORD000293,2024-10-19,244.03,食品
U01262,ORD000294,2024-11-23,202.76,服饰
U01262,ORD000295,2024-12-09,54.63,美妆
U01273,ORD000296,2024-11-19,481.13,食品
U01273,ORD000297,2024-12-12,89.76,食品
U01287,ORD000298,2024-04-19,253.57,服饰
U01287,ORD000299,2024-04-28,40.38,美妆
U01288,ORD000300,2024-08-08,408.53,家居
U01288,ORD000301,2024-08-20,148.76,家居
U01295,ORD000302,2024-11-25,311.55,服饰
U01301,ORD000303,2024-03-06,429.23,美妆
U01303,ORD000304,2024-03-26,454.68,家居
U01320,ORD000305,2024-04-04,386.38,食品
U01320,ORD000306,2024-04-12,260.48,食品
U01325,ORD000307,2024-12-26,131.78,家居
U01327,ORD000308,2024-06-06,463.78,服饰
U01331,ORD000309,2024-10-03,402.34,服饰
U01333,ORD000310,2024-06-25,474.17,食品
U01333,ORD000311,2024-07-02,183.7,家居
U01344,ORD000312,2024-11-11,415.95,美妆
U01344,ORD000313,2024-12-04,273.3,数码
U01347,ORD000314,2024-08-05,105.31,家居
U01353,ORD000315,2024-08-30,475.72,服饰
U01357,ORD000316,2024-12-13,53.87,服饰
U01365,ORD000317,2024-11-12,222.29,家居
U01366,ORD000318,2024-05-13,71.41,服饰
U01368,ORD000319,2024-12-14,452.29,数码
U01368,ORD000320,2024-12-27,235.0,服饰
U01372,ORD000321,2024-06-07,348.2,数码
U01374,ORD000322,2024-09-17,178.95,服饰
U01375,ORD000323,2024-07-04,435.75,食品
U01375,ORD000324,2024-07-15,42.21,家居
U01382,ORD000325,2024-08-19,74.53,美妆
U01385,ORD000326,2024-10-24,145.27,食品
U01391,ORD000327,2024-06-28,82.53,食品
U01408,ORD000328,2024-11-24,273.75,服饰
U01411,ORD000329,2024-06-18,66.01,美妆
U01422,ORD000330,2024-09-18,411.19,食品
U01424,ORD000331,2024-05-22,307.5,食品
U01425,ORD000332,2024-12-29,114.8,美妆
U01438,ORD000333,2024-11-03,178.1,食品
U01441,ORD000334,2024-12-28,323.04,食品
U01443,ORD000335,2024-10-27,445.53,服饰
U01443,ORD000336,2024-11-08,232.22,食品
U01448,ORD000337,2024-12-01,84.23,服饰
U01448,ORD000338,2024-12-14,256.25,服饰
U01451,ORD000339,2024-09-18,267.02,食品
U01451,ORD000340,2024-09-28,196.86,美妆
U01455,ORD000341,2024-03-07,128.09,食品
U01460,ORD000342,2024-10-27,240.92,服饰
U01460,ORD000343,2024-11-10,278.29,数码
U01463,ORD000344,2024-05-02,104.95,家居
U01470,ORD000345,2024-11-20,168.55,家居
U01471,ORD000346,2024-10-01,424.51,服饰
U01471,ORD000347,2024-10-18,81.82,数码
U01474,ORD000348,2024-08-21,140.04,服饰
U01481,ORD000349,2024-11-29,440.94,家居
U01487,ORD000350,2024-08-21,50.83,美妆
U01491,ORD000351,2024-06-28,85.47,食品
U01493,ORD000352,2024-06-25,118.16,数码
U01500,ORD000353,2024-12-08,391.9,食品
U01500,ORD000354,2024-12-26,191.75,服饰
U01507,ORD000355,2024-10-05,80.23,家居
U01507,ORD000356,2024-10-30,251.49,数码
U01514,ORD000357,2024-02-23,219.07,食品
U01516,ORD000358,2024-02-04,322.33,食品
U01523,ORD000359,2024-08-08,361.82,美妆
U01523,ORD000360,2024-09-04,135.46,食品
U01535,ORD000361,2024-08-23,364.59,食品
U01535,ORD000362,2024-09-21,134.42,食品
U01538,ORD000363,2024-10-30,342.55,食品
U01538,ORD000364,2024-11-18,85.38,食品
U01542,ORD000365,2024-05-02,447.96,美妆
U01542,ORD000366,2024-05-29,232.71,食品
U01553,ORD000367,2024-11-29,118.98,食品
U01553,ORD000368,2024-12-27,59.96,家居
U01556,ORD000369,2024-06-20,180.97,家居
U01556,ORD000370,2024-07-17,249.94,美妆
U01557,ORD000371,2024-10-15,389.22,食品
U01560,ORD000372,2024-12-12,319.18,服饰
U01560,ORD000373,2025-01-01,77.79,数码
U01564,ORD000374,2024-07-12,131.91,美妆
U01564,ORD000375,2024-08-04,74.4,家居
U01565,ORD000376,2024-11-30,133.08,美妆
U01576,ORD000377,2024-04-26,214.96,服饰
U01578,ORD000378,2024-10-21,232.03,家居
U01578,ORD000379,2024-11-16,88.94,家居
U01580,ORD000380,2024-09-28,345.68,服饰
U01588,ORD000381,2024-08-23,79.43,家居
U01588,ORD000382,2024-09-22,89.12,美妆
U01595,ORD000383,2024-11-11,108.4,食品
U01597,ORD000384,2024-07-12,361.48,食品
U01604,ORD000385,2024-08-09,192.21,美妆
U01615,ORD000386,2024-07-31,396.41,食品
U01625,ORD000387,2024-06-04,321.48,食品
U01627,ORD000388,2024-06-16,476.01,美妆
U01634,ORD000389,2024-11-24,155.97,服饰
U01636,ORD000390,2024-06-27,491.65,服饰
U01636,ORD000391,2024-07-26,287.44,食品
U01643,ORD000392,2024-09-22,72.55,服饰
U01643,ORD000393,2024-10-06,158.56,家居
U01645,ORD000394,2024-04-21,197.86,服饰
U01647,ORD000395,2024-05-13,464.12,数码
U01649,ORD000396,2024-11-19,298.18,食品
U01659,ORD000397,2024-08-17,75.8,数码
U01689,ORD000398,2024-10-12,221.89,数码
U01694,ORD000399,2024-05-19,265.13,食品
U01694,ORD000400,2024-06-18,216.68,食品
U01696,ORD000401,2024-04-10,220.85,数码
U01701,ORD000402,2024-12-26,161.37,服饰
U01729,ORD000403,2024-11-28,465.85,服饰
U01730,ORD000404,2024-10-17,236.0,家居
U01730,ORD000405,2024-11-16,220.4,美妆
U01731,ORD000406,2024-07-23,135.91,数码
U01731,ORD000407,2024-08-08,117.03,数码
U01738,ORD000408,2024-06-14,296.81,美妆
U01742,ORD000409,2024-11-13,359.7,数码
U01742,ORD000410,2024-12-02,61.34,美妆
U01747,ORD000411,2024-02-22,269.42,美妆
U01747,ORD000412,2024-03-02,228.78,美妆
U01749,ORD000413,2024-11-17,442.05,服饰
U01751,ORD000414,2024-09-27,391.2,食品
U01767,ORD000415,2024-11-10,154.88,服饰
U01768,ORD000416,2024-09-12,228.79,数码
U01771,ORD000417,2024-09-07,129.99,食品
U01775,ORD000418,2024-11-20,479.27,食品
U01777,ORD000419,2024-11-01,233.82,服饰
U01789,ORD000420,2024-04-04,138.16,食品
U01795,ORD000421,2024-03-18,431.75,服饰
U01803,ORD000422,2024-08-07,297.8,家居
U01806,ORD000423,2024-11-22,76.23,服饰
U01808,ORD000424,2024-06-09,378.39,食品
U01811,ORD000425,2024-10-24,74.01,服饰
U01825,ORD000426,2024-10-21,355.98,服饰
U01825,ORD000427,2024-11-06,249.89,数码
U01829,ORD000428,2024-11-26,135.66,服饰
U01829,ORD000429,2024-12-14,279.83,家居
U01834,ORD000430,2024-11-12,447.87,服饰
U01836,ORD000431,2024-10-22,420.15,美妆
U01836,ORD000432,2024-11-12,137.99,美妆
U01838,ORD000433,2024-08-03,433.06,美妆
U01844,ORD000434,2024-10-15,439.92,家居
U01844,ORD000435,2024-11-03,284.84,服饰
U01847,ORD000436,2024-05-10,402.5,服饰
U01847,ORD000437,2024-06-03,227.85,家居
U01849,ORD000438,2024-12-12,372.44,家居
U01850,ORD000439,2024-10-20,236.0,食品
U01858,ORD000440,2024-09-07,54.8,数码
U01858,ORD000441,2024-09-16,203.93,食品
U01864,ORD000442,2024-09-29,138.8,服饰
U01864,ORD000443,2024-10-26,122.9,家居
U01865,ORD000444,2024-12-28,324.37,数码
U01877,ORD000445,2024-10-09,391.97,服饰
U01877,ORD000446,2024-10-16,211.38,数码
U01883,ORD000447,2024-10-21,499.06,数码
U01894,ORD000448,2024-06-15,383.78,食品
U01894,ORD000449,2024-07-12,53.2,数码
U01898,ORD000450,2024-06-07,213.2,家居
U01907,ORD000451,2024-12-26,68.52,家居
U01913,ORD000452,2024-12-31,344.92,服饰
U01916,ORD000453,2024-11-07,84.87,美妆
U01919,ORD000454,2024-08-19,185.16,数码
U01929,ORD000455,2024-10-20,356.68,服饰
U01940,ORD000456,2024-04-12,264.03,数码
U01940,ORD000457,2024-04-20,298.11,服饰
U01941,ORD000458,2024-04-01,499.6,服饰
U01941,ORD000459,2024-04-26,123.92,美妆
U01943,ORD000460,2024-11-20,198.26,服饰
U01945,ORD000461,2024-11-23,85.15,美妆
U01947,ORD000462,2024-09-01,88.32,家居
U01948,ORD000463,2024-05-23,292.38,数码
U01949,ORD000464,2024-07-30,50.77,美妆
U01954,ORD000465,2024-11-11,383.98,食品
U01956,ORD000466,2024-12-20,247.35,服饰
U01956,ORD000467,2025-01-07,213.56,食品
U01957,ORD000468,2024-10-21,376.85,服饰
U01972,ORD000469,2024-11-29,494.12,数码
U01975,ORD000470,2024-07-19,85.87,美妆
U01976,ORD000471,2024-12-23,341.47,服饰
U01986,ORD000472,2024-04-16,392.88,食品
U01986,ORD000473,2024-05-13,35.7,食品
U01988,ORD000474,2024-09-17,159.4,数码
U01990,ORD000475,2024-11-09,151.37,食品
U02009,ORD000476,2024-04-05,72.44,美妆
U02009,ORD000477,2024-04-19,181.18,服饰
U02013,ORD000478,2024-12-16,359.15,家居
U02013,ORD000479,2024-12-25,195.76,服饰
U02019,ORD000480,2024-02-25,99.63,美妆
U02022,ORD000481,2024-10-03,155.61,数码
U02022,ORD000482,2024-10-13,203.58,数码
U02031,ORD000483,2024-06-12,495.94,美妆
U02031,ORD000484,2024-07-07,194.28,家居
U02038,ORD000485,2024-05-22,261.74,家居
U02041,ORD000486,2024-12-04,340.94,数码
U02043,ORD000487,2024-09-25,476.94,美妆
U02046,ORD000488,2024-11-10,479.03,家居
U02047,ORD000489,2024-04-07,235.43,服饰
U02056,ORD000490,2024-10-30,131.0,数码
U02064,ORD000491,2024-09-06,149.27,食品
U02064,ORD000492,2024-09-28,214.61,服饰
U02074,ORD000493,2024-12-10,296.94,服饰
U02075,ORD000494,2024-12-12,363.43,美妆
U02075,ORD000495,2024-12-28,216.03,数码
U02078,ORD000496,2024-09-07,264.76,家居
U02079,ORD000497,2024-12-31,294.01,美妆
U02082,ORD000498,2024-04-08,74.65,服饰
U02095,ORD000499,2024-07-18,149.32,家居
U02095,ORD000500,2024-07-31,171.42,数码
U02097,ORD000501,2024-10-05,178.52,食品
U02099,ORD000502,2024-11-25,498.26,服饰
U02099,ORD000503,2024-12-04,72.34,食品
U02103,ORD000504,2024-05-26,189.58,食品
U02105,ORD000505,2024-11-23,260.02,食品
U02109,ORD000506,2024-07-14,461.43,服饰
U02112,ORD000507,2024-06-14,419.53,美妆
U02112,ORD000508,2024-06-23,130.87,数码
U02113,ORD000509,2024-06-07,419.86,家居
U02113,ORD000510,2024-07-02,87.43,服饰
U02116,ORD000511,2024-05-22,310.1,数码
U02117,ORD000512,2024-08-31,371.71,食品
U02137,ORD000513,2024-04-14,449.21,食品
U02144,ORD000514,2024-07-25,308.44,食品
U02144,ORD000515,2024-08-19,103.92,家居
U02161,ORD000516,2024-10-22,348.12,家居
U02161,ORD000517,2024-10-29,237.52,食品
U02163,ORD000518,2024-08-06,122.4,美妆
U02163,ORD000519,2024-08-31,129.15,美妆
U02165,ORD000520,2024-09-09,230.84,数码
U02169,ORD000521,2024-10-30,448.18,家居
U02170,ORD000522,2024-07-28,403.83,数码
U02174,ORD000523,2024-12-06,445.68,食品
U02174,ORD000524,2024-12-24,157.0,美妆
U02180,ORD000525,2024-09-22,349.72,数码
U02181,ORD000526,2024-07-23,283.79,食品
U02190,ORD000527,2024-10-26,454.35,服饰
U02190,ORD000528,2024-11-16,244.44,家居
U02195,ORD000529,2024-05-02,107.62,数码
U02196,ORD000530,2024-09-04,311.63,家居
U02200,ORD000531,2024-08-18,299.49,家居
U02202,ORD000532,2024-05-03,330.04,食品
U02214,ORD000533,2024-12-25,62.67,数码
U02214,ORD000534,2025-01-18,225.76,家居
U02216,ORD000535,2024-07-22,293.98,食品
U02218,ORD000536,2024-07-15,326.46,数码
U02221,ORD000537,2024-11-06,350.56,食品
U02222,ORD000538,2024-09-27,321.14,食品
U02233,ORD000539,2024-12-14,393.35,服饰
U02235,ORD000540,2024-10-27,218.09,服饰
U02244,ORD000541,2025-01-02,393.11,服饰
U02247,ORD000542,2024-04-04,129.68,美妆
U02247,ORD000543,2024-04-26,163.21,数码
U02252,ORD000544,2024-12-15,351.62,家居
U02254,ORD000545,2024-12-01,275.1,食品
U02258,ORD000546,2024-08-29,127.7,服饰
U02266,ORD000547,2024-10-20,122.82,服饰
U02268,ORD000548,2024-11-03,303.26,服饰
U02274,ORD000549,2024-10-22,316.95,食品
U02278,ORD000550,2024-09-20,193.02,数码
U02280,ORD000551,2024-04-08,163.7,服饰
U02287,ORD000552,2024-12-27,368.34,家居
U02287,ORD000553,2025-01-17,224.5,食品
U02292,ORD000554,2024-07-13,188.53,家居
U02292,ORD000555,2024-08-01,193.37,数码
U02318,ORD000556,2024-08-19,458.43,数码
U02321,ORD000557,2024-12-15,276.22,食品
U02321,ORD000558,2024-12-24,255.99,美妆
U02347,ORD000559,2024-10-29,472.85,食品
U02348,ORD000560,2024-08-11,355.57,数码
U02350,ORD000561,2024-02-07,269.56,美妆
U02350,ORD000562,2024-02-21,153.04,数码
U02353,ORD000563,2024-10-14,140.29,服饰
U02354,ORD000564,2024-12-09,156.89,服饰
U02354,ORD000565,2024-12-26,119.9,服饰
U02355,ORD000566,2024-11-09,91.02,美妆
U02355,ORD000567,2024-12-06,217.03,食品
U02361,ORD000568,2024-02-12,322.91,服饰
U02368,ORD000569,2024-10-02,420.49,美妆
U02370,ORD000570,2024-11-10,52.53,数码
U02370,ORD000571,2024-11-30,212.24,服饰
