user_id,register_date,channel,device,city_tier
U00202,2024-04-15,应用商店,iOS,二线
U00203,2024-05-26,社交媒体,iOS,二线
U00204,2024-12-11,社交媒体,iOS,一线
U00205,2024-10-11,应用商店,iOS,二线
U00206,2024-02-05,付费广告,iOS,二线
U00207,2024-04-26,口碑推荐,Android,三线
U00208,2024-10-24,付费广告,iOS,三线
U00209,2024-01-26,口碑推荐,iOS,一线
U00210,2024-05-26,自然搜索,Android,一线
U00211,2024-09-27,应用商店,Android,四线及以下
U00212,2024-10-30,自然搜索,iOS,二线
U00213,2024-10-21,付费广告,iOS,四线及以下
U00214,2024-06-21,口碑推荐,Android,一线
U00215,2024-11-04,付费广告,Android,二线
U00216,2024-06-26,社交媒体,Android,二线
U00217,2024-07-27,付费广告,Android,四线及以下
U00218,2024-11-11,社交媒体,iOS,一线
U00219,2024-10-21,自然搜索,iOS,一线
U00220,2024-12-02,自然搜索,iOS,二线
U00221,2024-10-22,自然搜索,Android,四线及以下
U00222,2024-10-02,付费广告,Android,四线及以下
U00223,2024-04-21,自然搜索,Android,四线及以下
U00224,2024-08-09,付费广告,iOS,四线及以下
U00225,2024-07-06,付费广告,iOS,一线
U00226,2024-06-29,自然搜索,iOS,一线
U00227,2024-12-26,社交媒体,Android,一线
U00228,2024-08-16,口碑推荐,Android,二线
U00229,2024-12-10,自然搜索,iOS,四线及以下
U00230,2024-10-16,社交媒体,iOS,四线及以下
U00231,2024-11-21,社交媒体,iOS,一线
U00232,2024-09-15,付费广告,iOS,三线
U00233,2024-10-04,社交媒体,Android,四线及以下
U00234,2024-09-13,付费广告,iOS,二线
U00235,2024-06-10,付费广告,Android,一线
U00236,2024-11-06,自然搜索,Android,二线
U00237,2024-07-12,社交媒体,Android,二线
U00238,2024-02-26,社交媒体,iOS,三线
U00239,2024-10-20,自然搜索,Android,二线
U00240,2024-06-02,付费广告,iOS,一线
U00241,2024-12-19,应用商店,iOS,四线及以下
U00242,2024-12-22,付费广告,iOS,二线
U00243,2024-12-15,付费广告,iOS,二线
U00244,2024-08-10,应用商店,iOS,四线及以下
U00245,2024-02-15,社交媒体,iOS,一线
U00246,2024-12-17,社交媒体,Android,一线
U00247,2024-08-26,口碑推荐,iOS,四线及以下
U00248,2024-12-24,口碑推荐,Android,二线
U00249,2024-12-24,付费广告,Android,三线
U00250,2024-12-03,付费广告,iOS,二线
U00251,2024-07-17,付费广告,Android,一线
U00252,2024-08-14,应用商店,iOS,二线
U00253,2024-12-02,社交媒体,iOS,一线
U00254,2024-07-24,自然搜索,iOS,三线
U00255,2024-05-30,口碑推荐,Android,三线
U00256,2024-09-29,付费广告,iOS,四线及以下
U00257,2024-12-19,自然搜索,Android,三线
U00258,2024-10-31,付费广告,iOS,一线
U00259,2024-10-02,付费广告,Android,四线及以下
U00260,2024-04-23,口碑推荐,iOS,三线
U00261,2024-10-13,自然搜索,Android,三线
U00262,2024-12-29,口碑推荐,Android,四线及以下
U00263,2024-05-16,社交媒体,Android,三线
U00264,2024-09-19,自然搜索,Android,二线
U00265,2024-12-07,应用商店,Android,三线
U00266,2024-11-10,付费广告,iOS,二线
U00267,2024-10-31,自然搜索,iOS,一线
U00268,2024-11-01,付费广告,iOS,三线
U00269,2024-08-06,口碑推荐,iOS,一线
U00270,2024-07-16,付费广告,iOS,一线
U00271,2024-11-24,自然搜索,iOS,一线
U00272,2024-11-24,自然搜索,iOS,三线
U00273,2024-12-05,自然搜索,Android,二线
U00274,2024-12-14,口碑推荐,iOS,三线
U00275,2024-09-18,付费广告,Android,二线
U00276,2024-09-15,自然搜索,iOS,二线
U00277,2024-11-22,自然搜索,Android,二线
U00278,2024-10-21,付费广告,Android,三线
U00279,2024-11-01,应用商店,iOS,二线
U00280,2024-11-21,付费广告,iOS,四线及以下
U00281,2024-12-10,应用商店,iOS,四线及以下
U00282,2024-07-31,付费广告,iOS,四线及以下
U00283,2024-08-11,自然搜索,Android,四线及以下
U00284,2024-04-21,口碑推荐,Android,二线
U00285,2024-10-04,付费广告,iOS,二线
U00286,2024-03-10,社交媒体,iOS,三线
U00287,2024-09-06,应用商店,iOS,三线
U00288,2024-09-25,自然搜索,iOS,四线及以下
U00289,2024-07-14,自然搜索,Android,三线
U00290,2024-10-07,社交媒体,iOS,四线及以下
U00291,2024-03-04,自然搜索,iOS,二线
U00292,2024-03-11,自然搜索,iOS,四线及以下
U00293,2024-11-27,自然搜索,iOS,三线
U00294,2024-08-07,自然搜索,Android,三线
U00295,2024-05-10,口碑推荐,iOS,二线
U00296,2024-09-20,自然搜索,Android,三线
U00297,2024-11-16,付费广告,Android,四线及以下
U00298,2024-06-18,社交媒体,iOS,一线
U00299,2024-10-15,付费广告,iOS,三线
U00300,2024-04-16,自然搜索,Android,二线
U00301,2024-03-23,口碑推荐,Android,四线及以下
U00302,2024-09-23,自然搜索,Android,二线
U00303,2024-09-25,口碑推荐,iOS,一线
U00304,2024-10-18,口碑推荐,Android,二线
U00305,2024-11-07,付费广告,iOS,三线
U00306,2024-12-26,付费广告,Android,一线
U00307,2024-09-19,付费广告,Android,三线
U00308,2024-07-26,付费广告,iOS,四线及以下
U00309,2024-11-21,口碑推荐,Android,四线及以下
U00310,2024-07-08,口碑推荐,iOS,一线
U00311,2024-08-29,付费广告,Android,四线及以下
U00312,2024-04-12,社交媒体,iOS,三线
U00313,2024-02-28,应用商店,Android,一线
U00314,2024-12-24,应用商店,iOS,一线
U00315,2024-11-29,付费广告,Android,一线
U00316,2024-10-31,付费广告,iOS,四线及以下
U00317,2024-08-21,自然搜索,iOS,一线
U00318,2024-05-31,应用商店,iOS,一线
U00319,2024-05-24,自然搜索,Android,三线
U00320,2024-07-01,社交媒体,iOS,三线
U00321,2024-09-27,自然搜索,Android,三线
U00322,2024-11-04,自然搜索,iOS,三线
U00323,2024-10-23,付费广告,Android,一线
U00324,2024-07-12,应用商店,iOS,四线及以下
U00325,2024-12-22,自然搜索,iOS,一线
U00326,2024-11-09,社交媒体,iOS,三线
U00327,2024-09-28,自然搜索,iOS,三线
U00328,2024-10-12,自然搜索,iOS,一线
U00329,2024-08-24,付费广告,iOS,四线及以下
U00330,2024-06-30,付费广告,Android,二线
U00331,2024-08-05,自然搜索,Android,一线
U00332,2024-11-13,付费广告,Android,四线及以下
U00333,2024-02-13,自然搜索,iOS,三线
U00334,2024-05-04,付费广告,Android,三线
U00335,2024-03-19,应用商店,iOS,二线
U00336,2024-03-14,应用商店,Android,四线及以下
U00337,2024-12-03,付费广告,iOS,一线
U00338,2024-11-02,社交媒体,iOS,二线
U00339,2024-09-08,应用商店,iOS,二线
U00340,2024-04-24,自然搜索,Android,一线
U00341,2024-09-12,口碑推荐,iOS,三线
U00342,2024-09-08,应用商店,Android,二线
U00343,2024-05-31,自然搜索,iOS,二线
U00344,2024-08-28,自然搜索,Android,一线
U00345,2024-08-18,应用商店,Android,三线
U00346,2024-10-13,付费广告,iOS,四线及以下
U00347,2024-10-17,自然搜索,iOS,二线
U00348,2024-03-18,自然搜索,Android,三线
U00349,2024-08-11,付费广告,iOS,一线
U00350,2024-10-15,社交媒体,iOS,三线
U00351,2024-09-15,社交媒体,Android,一线
U00352,2024-12-03,应用商店,Android,二线
U00353,2024-10-23,自然搜索,iOS,三线
U00354,2024-05-27,付费广告,Android,四线及以下
U00355,2024-04-06,付费广告,iOS,二线
U00356,2024-10-19,付费广告,iOS,三线
U00357,2024-02-29,自然搜索,Android,三线
U00358,2024-10-06,应用商店,iOS,四线及以下
U00359,2024-12-19,口碑推荐,iOS,二线
U00360,2024-10-03,付费广告,Android,二线
U00361,2024-08-15,社交媒体,Android,四线及以下
U00362,2024-10-19,自然搜索,Android,一线
U00363,2024-09-04,付费广告,Android,一线
U00364,2024-09-26,社交媒体,Android,一线
U00365,2024-12-20,付费广告,iOS,四线及以下
U00366,2024-08-14,应用商店,iOS,一线
U00367,2024-12-23,社交媒体,Android,四线及以下
U00368,2024-12-13,付费广告,iOS,二线
U00369,2024-06-10,口碑推荐,Android,一线
U00370,2024-04-06,自然搜索,Android,二线
U00371,2024-04-25,付费广告,iOS,一线
U00372,2024-02-19,付费广告,Android,三线
U00373,2024-04-22,付费广告,iOS,三线
U00374,2024-10-28,口碑推荐,iOS,二线
U00375,2024-04-07,付费广告,Android,一线
U00376,2024-07-25,口碑推荐,iOS,三线
U00377,2024-12-01,社交媒体,iOS,四线及以下
U00378,2024-02-25,付费广告,iOS,三线
U00379,2024-11-25,口碑推荐,Android,四线及以下
U00380,2024-07-12,自然搜索,Android,一线
U00381,2024-05-05,自然搜索,Android,四线及以下
U00382,2024-10-31,付费广告,Android,二线
U00383,2024-10-16,自然搜索,iOS,一线
U00384,2024-12-07,自然搜索,Android,四线及以下
U00385,2024-11-08,社交媒体,Android,四线及以下
U00386,2024-11-23,付费广告,iOS,三线
U00387,2024-07-12,付费广告,iOS,一线
U00388,2024-06-02,应用商店,Android,二线
U00389,2024-11-12,社交媒体,Android,二线
U00390,2024-11-23,口碑推荐,Android,四线及以下
U00391,2024-12-29,自然搜索,Android,一线
U00392,2024-08-22,社交媒体,iOS,四线及以下
U00393,2024-08-10,口碑推荐,Android,二线
U00394,2024-11-17,社交媒体,iOS,四线及以下
U00395,2024-08-01,社交媒体,iOS,四线及以下
U00396,2024-12-18,付费广告,Android,二线
U00397,2024-12-04,自然搜索,iOS,二线
U00398,2024-08-27,付费广告,Android,四线及以下
U00399,2024-11-12,付费广告,iOS,二线
U00400,2024-11-13,口碑推荐,iOS,三线
U00401,2024-04-27,自然搜索,iOS,三线
U00402,2024-12-12,应用商店,iOS,一线
U00403,2024-09-16,应用商店,iOS,四线及以下
U00404,2024-11-27,自然搜索,iOS,一线
U00405,2024-07-25,付费广告,Android,四线及以下
U00406,2024-12-11,口碑推荐,iOS,二线
U00407,2024-08-15,应用商店,iOS,三线
U00408,2024-02-07,付费广告,Android,二线
U00409,2024-12-13,付费广告,Android,二线
U00410,2024-04-20,付费广告,iOS,二线
U00411,2024-07-25,社交媒体,Android,三线
U00412,2024-12-21,自然搜索,Android,三线
U00413,2024-12-21,社交媒体,iOS,四线及以下
U00414,2024-10-03,自然搜索,iOS,二线
U00415,2024-10-17,自然搜索,Android,三线
U00416,2024-09-01,付费广告,Android,三线
U00417,2024-07-16,付费广告,Android,一线
U00418,2024-07-28,付费广告,iOS,二线
U00419,2024-10-26,付费广告,iOS,二线
U00420,2024-11-12,付费广告,Android,二线
U00421,2024-11-20,自然搜索,iOS,二线
U00422,2024-11-20,付费广告,iOS,三线
U00423,2024-04-20,应用商店,Android,一线
U00424,2024-09-13,付费广告,iOS,三线
U00425,2024-03-28,付费广告,Android,四线及以下
U00426,2024-09-27,社交媒体,Android,三线
U00427,2024-08-30,应用商店,iOS,三线
U00428,2024-12-09,自然搜索,Android,一线
U00429,2024-08-04,社交媒体,iOS,四线及以下
U00430,2024-05-04,社交媒体,Android,二线
U00431,2024-05-18,社交媒体,iOS,三线
U00432,2024-11-14,自然搜索,iOS,四线及以下
U00433,2024-10-13,社交媒体,Android,三线
U00434,2024-04-26,自然搜索,iOS,三线
U00435,2024-04-15,社交媒体,Android,二线
U00436,2024-11-01,社交媒体,iOS,一线
U00437,2024-04-08,自然搜索,iOS,三线
U00438,2024-11-26,口碑推荐,iOS,一线
U00439,2024-11-02,自然搜索,iOS,三线
U00440,2024-04-14,口碑推荐,iOS,一线
U00441,2024-04-16,付费广告,Android,四线及以下
U00442,2024-12-28,自然搜索,Android,一线
U00443,2024-08-11,自然搜索,Android,二线
U00444,2024-08-10,应用商店,Android,三线
U00445,2024-11-25,自然搜索,iOS,二线
U00446,2024-12-21,自然搜索,Android,二线
U00447,2024-12-28,付费广告,iOS,二线
U00448,2024-11-12,社交媒体,Android,二线
U00449,2024-08-11,付费广告,iOS,二线
U00450,2024-04-15,自然搜索,Android,二线
U00451,2024-11-17,自然搜索,Android,三线
U00452,2024-09-29,自然搜索,Android,一线
U00453,2024-08-25,自然搜索,Android,四线及以下
U00454,2024-12-13,付费广告,Android,二线
U00455,2024-05-01,社交媒体,Android,一线
U00456,2024-09-13,自然搜索,iOS,二线
U00457,2024-02-08,付费广告,iOS,四线及以下
U00458,2024-09-06,付费广告,iOS,一线
U00459,2024-03-27,应用商店,iOS,三线
U00460,2024-05-05,应用商店,iOS,二线
U00461,2024-05-05,口碑推荐,iOS,一线
U00462,2024-10-21,自然搜索,iOS,四线及以下
U00463,2024-11-11,自然搜索,Android,二线
U00464,2024-10-05,付费广告,Android,二线
U00465,2024-12-24,自然搜索,iOS,四线及以下
U00466,2024-08-11,付费广告,iOS,三线
U00467,2024-07-14,口碑推荐,iOS,四线及以下
U00468,2024-12-06,口碑推荐,iOS,三线
U00469,2024-06-21,口碑推荐,Android,三线
U00470,2024-12-24,付费广告,iOS,四线及以下
U00471,2024-02-10,社交媒体,Android,一线
U00472,2024-12-25,付费广告,Android,三线
U00473,2024-03-16,自然搜索,Android,三线
U00474,2024-12-10,社交媒体,iOS,一线
U00475,2024-09-22,自然搜索,Android,二线
U00476,2024-12-29,付费广告,iOS,一线
U00477,2024-04-09,付费广告,iOS,三线
U00478,2024-09-28,社交媒体,iOS,二线
U00479,2024-12-25,口碑推荐,iOS,四线及以下
U00480,2024-09-20,付费广告,iOS,一线
U00481,2024-10-16,口碑推荐,iOS,三线
U00482,2024-10-31,自然搜索,Android,一线
U00483,2024-09-03,付费广告,Android,三线
U00484,2024-10-16,社交媒体,iOS,三线
U00485,2024-10-06,社交媒体,iOS,三线
U00486,2024-12-12,应用商店,Android,四线及以下
U00487,2024-03-18,自然搜索,iOS,四线及以下
U00488,2024-07-12,社交媒体,Android,一线
U00489,2024-12-21,社交媒体,Android,二线
U00490,2024-12-10,应用商店,iOS,三线
U00491,2024-09-03,自然搜索,iOS,二线
U00492,2024-10-14,口碑推荐,iOS,一线
U00493,2024-07-11,社交媒体,iOS,三线
U00494,2024-06-07,自然搜索,iOS,二线
U00495,2024-09-05,付费广告,Android,二线
U00496,2024-08-04,付费广告,iOS,四线及以下
U00497,2024-10-05,社交媒体,iOS,二线
U00498,2024-04-11,口碑推荐,Android,一线
U00499,2024-12-26,社交媒体,iOS,一线
U00500,2024-12-28,社交媒体,iOS,四线及以下
U00501,2024-10-31,付费广告,iOS,四线及以下
U00502,2024-09-24,自然搜索,iOS,三线
U00503,2024-07-22,自然搜索,Android,二线
U00504,2024-11-25,付费广告,iOS,四线及以下
U00505,2024-10-29,付费广告,Android,三线
U00506,2024-05-27,自然搜索,iOS,四线及以下
U00507,2024-12-14,付费广告,iOS,三线
U00508,2024-11-27,付费广告,iOS,二线
U00509,2024-12-21,自然搜索,Android,二线
U00510,2024-11-06,付费广告,iOS,一线
U00511,2024-10-12,自然搜索,iOS,二线
U00512,2024-08-24,应用商店,Android,三线
U00513,2024-12-18,口碑推荐,iOS,四线及以下
U00514,2024-12-05,社交媒体,iOS,三线
U00515,2024-03-18,自然搜索,Android,二线
U00516,2024-02-29,口碑推荐,iOS,一线
U00517,2024-08-11,口碑推荐,Android,一线
U00518,2024-11-24,口碑推荐,iOS,二线
U00519,2024-12-28,自然搜索,Android,二线
U00520,2024-05-21,社交媒体,Android,三线
U00521,2024-10-08,口碑推荐,iOS,一线
U00522,2024-08-13,社交媒体,Android,四线及以下
U00523,2024-12-25,社交媒体,Android,二线
U00524,2024-11-30,付费广告,iOS,四线及以下
U00525,2024-11-30,付费广告,iOS,二线
U00526,2024-09-06,自然搜索,Android,一线
U00527,2024-08-23,社交媒体,Android,三线
U00528,2024-07-09,自然搜索,iOS,三线
U00529,2024-03-27,付费广告,Android,二线
U00530,2024-12-05,自然搜索,iOS,二线
U00531,2024-11-25,付费广告,Android,一线
U00532,2024-12-30,自然搜索,Android,三线
U00533,2024-12-30,社交媒体,Android,四线及以下
U00534,2024-09-29,口碑推荐,iOS,一线
U00535,2024-11-16,自然搜索,Android,二线
U00536,2024-12-20,自然搜索,iOS,四线及以下
U00537,2024-12-02,自然搜索,iOS,二线
U00538,2024-06-30,口碑推荐,iOS,三线
U00539,2024-09-01,付费广告,Android,二线
U00540,2024-05-11,付费广告,iOS,三线
U00541,2024-12-22,自然搜索,iOS,二线
U00542,2024-10-11,社交媒体,Android,二线
U00543,2024-06-23,口碑推荐,Android,一线
U00544,2024-10-26,口碑推荐,Android,三线
U00545,2024-10-13,社交媒体,Android,三线
U00546,2024-08-06,自然搜索,iOS,三线
U00547,2024-05-02,自然搜索,Android,三线
U00548,2024-10-26,自然搜索,Android,一线
U00549,2024-09-20,自然搜索,iOS,一线
U00550,2024-11-16,自然搜索,iOS,四线及以下
U00551,2024-09-20,自然搜索,iOS,二线
U00552,2024-12-02,付费广告,iOS,二线
U00553,2024-09-28,应用商店,Android,一线
U00554,2024-09-30,社交媒体,Android,一线
U00555,2024-12-07,口碑推荐,Android,二线
U00556,2024-08-19,社交媒体,iOS,四线及以下
U00557,2024-05-13,自然搜索,iOS,四线及以下
U00558,2024-03-02,社交媒体,Android,四线及以下
U00559,2024-11-13,自然搜索,iOS,四线及以下
U00560,2024-10-14,社交媒体,Android,四线及以下
U00561,2024-11-02,付费广告,iOS,二线
U00562,2024-06-17,应用商店,Android,一线
U00563,2024-05-14,自然搜索,iOS,三线
U00564,2024-02-14,自然搜索,iOS,一线
U00565,2024-08-04,应用商店,iOS,二线
U00566,2024-10-07,自然搜索,Android,一线
U00567,2024-08-16,社交媒体,Android,二线
U00568,2024-08-29,社交媒体,iOS,二线
U00569,2024-12-13,口碑推荐,Android,一线
U00570,2024-08-03,应用商店,Android,二线
U00571,2024-09-18,应用商店,Android,四线及以下
U00572,2024-11-19,自然搜索,Android,三线
U00573,2024-08-17,口碑推荐,iOS,四线及以下
U00574,2024-10-14,社交媒体,iOS,一线
U00575,2024-12-04,社交媒体,Android,一线
U00576,2024-12-21,自然搜索,Android,三线
U00577,2024-05-19,社交媒体,Android,二线
U00578,2024-12-17,应用商店,Android,三线
U00579,2024-09-13,应用商店,iOS,三线
U00580,2024-07-04,付费广告,Android,三线
U00581,2024-09-04,自然搜索,iOS,四线及以下
U00582,2024-12-27,付费广告,Android,二线
U00583,2024-09-13,口碑推荐,iOS,一线
U00584,2024-07-28,社交媒体,Android,三线
