user_id,event_type,event_date
U00079,app_open,2024-08-06
U00079,browse,2024-08-06
U00079,add_to_cart,2024-08-08
U00079,purchase,2024-08-09
U00080,register,2024-05-04
U00080,app_open,2024-05-04
U00081,register,2024-12-05
U00081,app_open,2024-12-05
U00081,browse,2024-12-06
U00082,register,2024-10-15
U00082,app_open,2024-10-15
U00082,browse,2024-10-15
U00082,add_to_cart,2024-10-15
U00082,purchase,2024-10-15
U00083,register,2024-07-28
U00083,app_open,2024-07-28
U00084,register,2024-04-02
U00084,app_open,2024-04-02
U00085,register,2024-07-22
U00085,app_open,2024-07-22
U00086,register,2024-07-27
U00086,app_open,2024-07-27
U00086,browse,2024-07-27
U00086,add_to_cart,2024-07-28
U00087,register,2024-11-07
U00087,app_open,2024-11-07
U00087,browse,2024-11-07
U00088,register,2024-10-18
U00088,app_open,2024-10-18
U00088,browse,2024-10-19
U00088,add_to_cart,2024-10-20
U00088,purchase,2024-10-20
U00088,repurchase,2024-11-09
U00089,register,2024-12-09
U00089,app_open,2024-12-09
U00090,register,2024-09-07
U00090,app_open,2024-09-07
U00090,browse,2024-09-08
U00090,add_to_cart,2024-09-09
U00090,purchase,2024-09-09
U00090,repurchase,2024-09-26
U00090,share,2024-09-28
U00091,register,2024-05-06
U00091,app_open,2024-05-06
U00092,register,2024-11-04
U00092,app_open,2024-11-04
U00092,browse,2024-11-04
U00092,add_to_cart,2024-11-06
U00092,purchase,2024-11-07
U00093,register,2024-11-14
U00093,app_open,2024-11-14
U00093,browse,2024-11-15
U00093,add_to_cart,2024-11-16
U00094,register,2024-09-30
U00094,app_open,2024-09-30
U00094,browse,2024-10-01
U00094,add_to_cart,2024-10-02
U00095,register,2024-11-16
U00095,app_open,2024-11-16
U00096,register,2024-09-13
U00096,app_open,2024-09-13
U00097,register,2024-09-20
U00097,app_open,2024-09-20
U00097,browse,2024-09-21
U00097,add_to_cart,2024-09-22
U00098,register,2024-08-26
U00098,app_open,2024-08-26
U00098,browse,2024-08-27
U00098,add_to_cart,2024-08-29
U00099,register,2024-02-28
U00099,app_open,2024-02-28
U00099,browse,2024-02-28
U00100,register,2024-04-29
U00100,app_open,2024-04-29
U00100,browse,2024-04-30
U00101,register,2024-03-05
U00101,app_open,2024-03-05
U00101,browse,2024-03-05
U00101,add_to_cart,2024-03-05
U00102,register,2024-10-18
U00102,app_open,2024-10-18
U00102,browse,2024-10-19
U00103,register,2024-07-23
U00103,app_open,2024-07-23
U00103,browse,2024-07-24
U00104,register,2024-09-17
U00104,app_open,2024-09-17
U00104,browse,2024-09-17
U00105,register,2024-12-13
U00105,app_open,2024-12-13
U00106,register,2024-07-01
U00106,app_open,2024-07-01
U00106,browse,2024-07-01
U00106,add_to_cart,2024-07-02
U00106,purchase,2024-07-02
U00106,repurchase,2024-07-21
U00107,register,2024-08-21
U00107,app_open,2024-08-21
U00107,browse,2024-08-22
U00108,register,2024-11-13
U00108,app_open,2024-11-13
U00108,browse,2024-11-13
U00108,add_to_cart,2024-11-13
U00108,purchase,2024-11-14
U00109,register,2024-06-23
U00109,app_open,2024-06-23
U00109,browse,2024-06-24
U00110,register,2024-04-11
U00110,app_open,2024-04-11
U00110,browse,2024-04-12
U00111,register,2024-07-15
U00111,app_open,2024-07-15
U00111,browse,2024-07-15
U00112,register,2024-05-26
U00112,app_open,2024-05-26
U00112,browse,2024-05-26
U00112,add_to_cart,2024-05-27
U00112,purchase,2024-05-28
U00113,register,2024-12-17
U00113,browse,2024-12-17
U00113,add_to_cart,2024-12-18
U00113,purchase,2024-12-18
U00113,repurchase,2025-01-15
U00113,share,2025-01-18
U00114,register,2024-11-24
U00114,app_open,2024-11-24
U00115,register,2024-10-17
U00115,app_open,2024-10-17
U00115,browse,2024-10-17
U00116,register,2024-12-06
U00116,app_open,2024-12-06
U00116,browse,2024-12-06
U00117,register,2024-11-23
U00117,app_open,2024-11-23
U00117,browse,2024-11-24
U00118,register,2024-06-06
U00118,app_open,2024-06-06
U00118,browse,2024-06-07
U00119,register,2024-12-10
U00120,register,2024-09-25
U00121,register,2024-11-23
U00121,app_open,2024-11-23
U00122,register,2024-12-11
U00122,app_open,2024-12-11
U00122,browse,2024-12-12
U00122,add_to_cart,2024-12-12
U00123,register,2024-07-24
U00123,app_open,2024-07-24
U00124,register,2024-05-01
U00124,app_open,2024-05-01
U00124,browse,2024-05-01
U00124,add_to_cart,2024-05-02
U00125,register,2024-06-23
U00125,app_open,2024-06-23
U00125,browse,2024-06-23
U00125,add_to_cart,2024-06-23
U00126,register,2024-08-26
U00126,browse,2024-08-27
U00127,register,2024-11-26
U00127,browse,2024-11-27
U00128,register,2024-12-04
U00128,app_open,2024-12-04
U00128,browse,2024-12-04
U00129,register,2024-01-31
U00129,app_open,2024-01-31
U00130,register,2024-09-17
U00130,app_open,2024-09-17
U00130,browse,2024-09-17
U00131,register,2024-08-23
U00131,browse,2024-08-23
U00131,add_to_cart,2024-08-24
U00132,register,2024-06-21
U00132,app_open,2024-06-21
U00132,browse,2024-06-21
U00132,add_to_cart,2024-06-22
U00133,register,2024-05-06
U00133,browse,2024-05-06
U00134,register,2024-07-31
U00134,app_open,2024-07-31
U00134,browse,2024-08-01
U00135,register,2024-12-20
U00135,app_open,2024-12-20
U00135,browse,2024-12-20
U00136,register,2024-07-26
U00136,app_open,2024-07-26
U00136,browse,2024-07-27
U00137,register,2024-09-19
U00137,app_open,2024-09-19
U00137,browse,2024-09-20
U00137,add_to_cart,2024-09-20
U00137,purchase,2024-09-20
U00138,register,2024-11-02
U00138,app_open,2024-11-02
U00138,browse,2024-11-02
U00139,register,2024-08-08
U00139,app_open,2024-08-08
U00139,browse,2024-08-08
U00140,register,2024-12-25
U00140,app_open,2024-12-25
U00140,browse,2024-12-26
U00140,add_to_cart,2024-12-27
U00140,purchase,2024-12-27
U00141,register,2024-12-24
U00141,app_open,2024-12-24
U00141,browse,2024-12-24
U00142,register,2024-07-02
U00142,browse,2024-07-02
U00142,add_to_cart,2024-07-04
U00142,purchase,2024-07-06
U00143,register,2024-09-14
U00143,app_open,2024-09-14
U00144,register,2024-07-19
U00144,app_open,2024-07-19
U00144,browse,2024-07-20
U00145,register,2024-07-13
U00145,app_open,2024-07-13
U00146,register,2024-03-11
U00146,app_open,2024-03-11
U00146,browse,2024-03-11
U00147,register,2024-10-11
U00148,register,2024-09-15
U00148,browse,2024-09-16
U00149,register,2024-03-23
U00149,app_open,2024-03-23
U00149,browse,2024-03-24
U00149,add_to_cart,2024-03-26
U00149,purchase,2024-03-27
U00150,register,2024-07-11
U00150,app_open,2024-07-11
U00151,register,2024-12-13
U00151,app_open,2024-12-13
U00151,browse,2024-12-13
U00152,register,2024-06-27
U00152,app_open,2024-06-27
U00152,browse,2024-06-27
U00153,register,2024-05-18
U00153,app_open,2024-05-18
U00154,register,2024-09-12
U00154,app_open,2024-09-12
U00154,browse,2024-09-13
U00155,register,2024-12-28
U00155,app_open,2024-12-28
U00155,browse,2024-12-28
U00156,register,2024-06-28
U00157,register,2024-10-26
U00157,app_open,2024-10-26
U00158,register,2024-11-14
U00158,app_open,2024-11-14
U00158,browse,2024-11-14
U00158,add_to_cart,2024-11-14
U00158,purchase,2024-11-14
U00159,register,2024-06-26
U00159,app_open,2024-06-26
U00160,register,2024-11-07
U00160,app_open,2024-11-07
U00160,browse,2024-11-07
U00161,register,2024-08-09
U00161,app_open,2024-08-09
U00161,browse,2024-08-10
U00162,register,2024-10-17
U00162,app_open,2024-10-17
U00162,browse,2024-10-17
U00162,add_to_cart,2024-10-18
U00163,register,2024-10-17
U00163,app_open,2024-10-17
U00163,browse,2024-10-17
U00164,register,2024-09-24
U00164,app_open,2024-09-24
U00165,register,2024-04-19
U00165,app_open,2024-04-19
U00165,browse,2024-04-20
U00165,add_to_cart,2024-04-22
U00165,purchase,2024-04-24
U00166,register,2024-11-29
U00166,app_open,2024-11-29
U00166,browse,2024-11-30
U00167,register,2024-07-25
U00167,app_open,2024-07-25
U00167,browse,2024-07-25
U00168,register,2024-06-06
U00168,app_open,2024-06-06
U00168,browse,2024-06-06
U00168,add_to_cart,2024-06-06
U00168,purchase,2024-06-06
U00169,register,2024-03-14
U00169,app_open,2024-03-14
U00170,register,2024-10-07
U00170,app_open,2024-10-07
U00170,browse,2024-10-08
U00170,add_to_cart,2024-10-08
U00170,purchase,2024-10-08
U00171,register,2024-10-27
U00171,browse,2024-10-27
U00171,add_to_cart,2024-10-27
U00172,register,2024-02-17
U00172,browse,2024-02-18
U00172,add_to_cart,2024-02-20
U00172,purchase,2024-02-21
U00173,register,2024-09-18
U00173,app_open,2024-09-18
U00173,browse,2024-09-18
U00173,add_to_cart,2024-09-20
U00174,register,2024-06-22
U00174,app_open,2024-06-22
U00174,browse,2024-06-22
U00175,register,2024-10-20
U00175,app_open,2024-10-20
U00175,browse,2024-10-20
U00175,add_to_cart,2024-10-22
U00175,purchase,2024-10-23
U00176,register,2024-06-01
U00176,app_open,2024-06-01
U00176,browse,2024-06-02
U00177,register,2024-10-30
U00177,app_open,2024-10-30
U00177,browse,2024-10-30
U00177,add_to_cart,2024-11-01
U00178,register,2024-08-14
U00178,app_open,2024-08-14
U00178,browse,2024-08-15
U00178,add_to_cart,2024-08-16
U00178,purchase,2024-08-16
U00178,repurchase,2024-09-09
U00179,register,2024-12-19
U00179,browse,2024-12-20
U00180,register,2024-05-15
U00181,register,2024-08-01
U00181,app_open,2024-08-01
U00181,browse,2024-08-01
U00181,add_to_cart,2024-08-01
U00182,register,2024-05-02
U00182,app_open,2024-05-02
U00182,browse,2024-05-02
U00183,register,2024-12-16
U00183,app_open,2024-12-16
U00183,browse,2024-12-17
U00183,add_to_cart,2024-12-19
U00184,register,2024-12-07
U00184,app_open,2024-12-07
U00184,browse,2024-12-08
U00184,add_to_cart,2024-12-09
U00185,register,2024-07-04
U00185,app_open,2024-07-04
U00185,browse,2024-07-05
U00186,register,2024-10-23
U00186,app_open,2024-10-23
U00186,browse,2024-10-23
U00186,add_to_cart,2024-10-24
U00187,register,2024-11-25
U00187,app_open,2024-11-25
U00188,register,2024-09-28
U00188,browse,2024-09-28
U00188,add_to_cart,2024-09-28
U00188,purchase,2024-09-29
U00188,repurchase,2024-10-23
U00189,register,2024-09-22
U00189,app_open,2024-09-22
U00189,browse,2024-09-22
U00190,register,2024-06-28
U00190,app_open,2024-06-28
U00190,browse,2024-06-28
U00190,add_to_cart,2024-06-28
U00191,register,2024-04-21
U00191,app_open,2024-04-21
U00191,browse,2024-04-22
U00192,register,2024-12-11
U00192,app_open,2024-12-11
U00193,register,2024-12-12
U00193,app_open,2024-12-12
U00193,browse,2024-12-12
U00194,register,2024-10-17
U00194,app_open,2024-10-17
U00194,browse,2024-10-17
U00194,add_to_cart,2024-10-17
U00195,register,2024-07-31
U00195,app_open,2024-07-31
U00195,browse,2024-08-01
U00195,add_to_cart,2024-08-01
U00196,register,2024-08-03
U00196,app_open,2024-08-03
U00196,browse,2024-08-04
U00197,register,2024-11-06
U00197,app_open,2024-11-06
U00197,browse,2024-11-07
U00198,register,2024-12-11
U00198,app_open,2024-12-11
U00199,register,2024-12-09
U00199,app_open,2024-12-09
U00200,register,2024-11-18
U00200,app_open,2024-11-18
U00200,browse,2024-11-19
U00201,register,2024-10-19
U00201,app_open,2024-10-19
U00201,browse,2024-10-20
U00202,register,2024-04-15
U00202,browse,2024-04-15
U00202,add_to_cart,2024-04-16
U00202,purchase,2024-04-18
U00203,register,2024-05-26
U00203,app_open,2024-05-26
U00203,browse,2024-05-27
U00203,add_to_cart,2024-05-29
U00204,register,2024-12-11
U00204,app_open,2024-12-11
U00204,browse,2024-12-11
U00205,register,2024-10-11
U00205,app_open,2024-10-11
U00205,browse,2024-10-12
U00206,register,2024-02-05
U00206,browse,2024-02-06
U00206,add_to_cart,2024-02-06
U00206,purchase,2024-02-07
U00207,register,2024-04-26
U00207,app_open,2024-04-26
U00208,register,2024-10-24
U00208,app_open,2024-10-24
U00208,browse,2024-10-25
U00209,register,2024-01-26
U00209,app_open,2024-01-26
U00209,browse,2024-01-27
U00209,add_to_cart,2024-01-29
U00210,register,2024-05-26
U00210,app_open,2024-05-26
U00211,register,2024-09-27
U00211,app_open,2024-09-27
U00211,browse,2024-09-28
U00211,add_to_cart,2024-09-28
U00211,purchase,2024-09-30
U00211,repurchase,2024-10-10
U00212,register,2024-10-30
U00212,browse,2024-10-30
U00212,add_to_cart,2024-10-31
U00213,register,2024-10-21
U00213,app_open,2024-10-21
U00214,register,2024-06-21
U00214,app_open,2024-06-21
U00215,register,2024-11-04
U00215,app_open,2024-11-04
U00216,register,2024-06-26
U00216,app_open,2024-06-26
U00217,register,2024-07-27
U00217,app_open,2024-07-27
U00217,browse,2024-07-28
U00217,add_to_cart,2024-07-28
U00217,purchase,2024-07-29
U00218,register,2024-11-11
U00218,app_open,2024-11-11
U00219,register,2024-10-21
U00219,app_open,2024-10-21
U00219,browse,2024-10-21
U00220,register,2024-12-02
U00221,register,2024-10-22
U00221,app_open,2024-10-22
U00221,browse,2024-10-22
U00221,add_to_cart,2024-10-24
U00222,register,2024-10-02
U00222,app_open,2024-10-02
U00222,browse,2024-10-02
U00223,register,2024-04-21
U00223,app_open,2024-04-21
U00223,browse,2024-04-22
U00224,register,2024-08-09
U00224,app_open,2024-08-09
U00225,register,2024-07-06
U00225,app_open,2024-07-06
U00225,browse,2024-07-07
U00225,add_to_cart,2024-07-08
U00225,purchase,2024-07-08
U00225,repurchase,2024-08-05
U00226,register,2024-06-29
U00226,app_open,2024-06-29
U00226,browse,2024-06-30
U00227,register,2024-12-26
U00227,app_open,2024-12-26
U00228,register,2024-08-16
U00228,app_open,2024-08-16
U00228,browse,2024-08-16
U00228,add_to_cart,2024-08-16
U00229,register,2024-12-10
U00229,app_open,2024-12-10
U00230,register,2024-10-16
U00230,app_open,2024-10-16
U00230,browse,2024-10-17
U00230,add_to_cart,2024-10-18
U00230,purchase,2024-10-18
U00231,register,2024-11-21
U00231,app_open,2024-11-21
U00231,browse,2024-11-22
U00232,register,2024-09-15
U00232,app_open,2024-09-15
U00233,register,2024-10-04
U00233,app_open,2024-10-04
U00234,register,2024-09-13
U00234,app_open,2024-09-13
U00234,browse,2024-09-14
U00234,add_to_cart,2024-09-15
U00234,purchase,2024-09-15
U00235,register,2024-06-10
U00235,app_open,2024-06-10
U00235,browse,2024-06-10
U00235,add_to_cart,2024-06-12
U00236,register,2024-11-06
U00236,app_open,2024-11-06
U00236,browse,2024-11-07
U00237,register,2024-07-12
U00237,app_open,2024-07-12
U00237,browse,2024-07-13
U00238,register,2024-02-26
U00238,app_open,2024-02-26
U00238,browse,2024-02-26
U00238,add_to_cart,2024-02-28
U00238,purchase,2024-03-01
U00238,repurchase,2024-03-21
U00238,share,2024-03-24
U00239,register,2024-10-20
U00239,app_open,2024-10-20
U00239,browse,2024-10-20
U00240,register,2024-06-02
U00240,app_open,2024-06-02
U00240,browse,2024-06-03
U00240,add_to_cart,2024-06-03
U00240,purchase,2024-06-03
U00240,repurchase,2024-06-14
U00241,register,2024-12-19
U00241,app_open,2024-12-19
U00241,browse,2024-12-20
U00242,register,2024-12-22
U00242,app_open,2024-12-22
U00242,browse,2024-12-23
U00243,register,2024-12-15
U00243,app_open,2024-12-15
U00243,browse,2024-12-15
U00243,add_to_cart,2024-12-17
U00243,purchase,2024-12-17
U00243,share,2024-12-17
U00244,register,2024-08-10
U00244,app_open,2024-08-10
U00244,browse,2024-08-10
U00245,register,2024-02-15
U00245,app_open,2024-02-15
U00246,register,2024-12-17
U00246,app_open,2024-12-17
U00246,browse,2024-12-17
U00246,add_to_cart,2024-12-19
U00247,register,2024-08-26
U00247,app_open,2024-08-26
U00247,browse,2024-08-26
U00248,register,2024-12-24
U00248,app_open,2024-12-24
U00248,browse,2024-12-24
U00249,register,2024-12-24
U00249,app_open,2024-12-24
U00249,browse,2024-12-24
U00249,add_to_cart,2024-12-25
U00249,purchase,2024-12-25
U00250,register,2024-12-03
U00250,app_open,2024-12-03
U00251,register,2024-07-17
U00251,app_open,2024-07-17
U00252,register,2024-08-14
U00252,app_open,2024-08-14
U00252,browse,2024-08-15
U00252,add_to_cart,2024-08-17
U00253,register,2024-12-02
U00253,app_open,2024-12-02
U00253,browse,2024-12-02
U00253,add_to_cart,2024-12-04
U00253,purchase,2024-12-05
U00254,register,2024-07-24
U00254,app_open,2024-07-24
U00255,register,2024-05-30
U00255,app_open,2024-05-30
U00255,browse,2024-05-30
U00256,register,2024-09-29
U00256,app_open,2024-09-29
U00256,browse,2024-09-30
U00257,register,2024-12-19
U00257,app_open,2024-12-19
U00258,register,2024-10-31
U00258,app_open,2024-10-31
U00258,browse,2024-10-31
U00258,add_to_cart,2024-10-31
U00258,purchase,2024-11-01
U00258,repurchase,2024-11-15
U00258,share,2024-11-15
U00259,register,2024-10-02
U00259,app_open,2024-10-02
U00259,browse,2024-10-02
U00260,register,2024-04-23
U00260,browse,2024-04-23
U00260,add_to_cart,2024-04-25
U00260,purchase,2024-04-25
U00261,register,2024-10-13
U00261,app_open,2024-10-13
U00261,browse,2024-10-14
U00261,add_to_cart,2024-10-15
U00261,purchase,2024-10-17
U00262,register,2024-12-29
U00262,app_open,2024-12-29
U00262,browse,2024-12-30
U00263,register,2024-05-16
U00263,app_open,2024-05-16
U00263,browse,2024-05-17
U00264,register,2024-09-19
U00264,app_open,2024-09-19
U00265,register,2024-12-07
U00265,app_open,2024-12-07
U00265,browse,2024-12-07
U00265,add_to_cart,2024-12-09
U00266,register,2024-11-10
U00266,app_open,2024-11-10
U00266,browse,2024-11-11
U00266,add_to_cart,2024-11-11
U00267,register,2024-10-31
U00267,app_open,2024-10-31
U00267,browse,2024-10-31
U00267,add_to_cart,2024-11-02
U00267,purchase,2024-11-04
U00268,register,2024-11-01
U00268,app_open,2024-11-01
U00268,browse,2024-11-01
U00268,add_to_cart,2024-11-02
U00268,purchase,2024-11-04
U00269,register,2024-08-06
U00269,app_open,2024-08-06
U00269,browse,2024-08-07
U00270,register,2024-07-16
U00270,app_open,2024-07-16
U00271,register,2024-11-24
U00271,app_open,2024-11-24
U00271,browse,2024-11-25
U00272,register,2024-11-24
U00272,app_open,2024-11-24
U00272,browse,2024-11-24
U00273,register,2024-12-05
U00273,app_open,2024-12-05
U00273,browse,2024-12-05
U00274,register,2024-12-14
U00274,app_open,2024-12-14
U00274,browse,2024-12-14
U00275,register,2024-09-18
U00275,browse,2024-09-18
U00275,add_to_cart,2024-09-20
U00275,purchase,2024-09-21
U00275,repurchase,2024-10-14
U00276,register,2024-09-15
U00276,app_open,2024-09-15
U00276,browse,2024-09-15
U00276,add_to_cart,2024-09-15
U00276,purchase,2024-09-17
U00276,share,2024-09-20
U00277,register,2024-11-22
U00277,app_open,2024-11-22
U00278,register,2024-10-21
U00278,app_open,2024-10-21
U00279,register,2024-11-01
U00279,app_open,2024-11-01
U00279,browse,2024-11-02
U00279,add_to_cart,2024-11-03
U00279,purchase,2024-11-03
U00280,register,2024-11-21
U00280,app_open,2024-11-21
U00280,browse,2024-11-21
U00280,add_to_cart,2024-11-22
U00281,register,2024-12-10
U00281,app_open,2024-12-10
U00281,browse,2024-12-10
U00281,add_to_cart,2024-12-12
U00282,register,2024-07-31
U00282,app_open,2024-07-31
U00283,register,2024-08-11
U00283,app_open,2024-08-11
U00283,browse,2024-08-11
U00283,add_to_cart,2024-08-13
U00283,purchase,2024-08-15
U00283,share,2024-08-16
U00284,register,2024-04-21
U00284,app_open,2024-04-21
U00284,browse,2024-04-21
U00285,register,2024-10-04
U00285,app_open,2024-10-04
U00285,browse,2024-10-04
U00285,add_to_cart,2024-10-04
U00285,purchase,2024-10-06
U00286,register,2024-03-10
U00286,app_open,2024-03-10
U00287,register,2024-09-06
U00287,app_open,2024-09-06
U00287,browse,2024-09-06
U00288,register,2024-09-25
U00289,register,2024-07-14
U00289,app_open,2024-07-14
U00290,register,2024-10-07
U00290,browse,2024-10-07
U00291,register,2024-03-04
U00291,app_open,2024-03-04
U00291,browse,2024-03-05
U00291,add_to_cart,2024-03-05
U00291,purchase,2024-03-07
U00291,repurchase,2024-03-20
U00292,register,2024-03-11
U00292,app_open,2024-03-11
U00292,browse,2024-03-11
U00292,add_to_cart,2024-03-12
U00292,purchase,2024-03-13
U00293,register,2024-11-27
U00293,app_open,2024-11-27
U00293,browse,2024-11-27
U00294,register,2024-08-07
U00294,app_open,2024-08-07
U00294,browse,2024-08-07
U00294,add_to_cart,2024-08-08
U00295,register,2024-05-10
U00295,app_open,2024-05-10
U00295,browse,2024-05-10
U00296,register,2024-09-20
U00296,app_open,2024-09-20
U00296,browse,2024-09-20
U00296,add_to_cart,2024-09-20
U00296,purchase,2024-09-21
U00297,register,2024-11-16
U00297,app_open,2024-11-16
U00297,browse,2024-11-16
U00298,register,2024-06-18
U00298,app_open,2024-06-18
U00298,browse,2024-06-18
U00298,add_to_cart,2024-06-20
