user_id,order_date,order_amount,order_id
U00008,2024-02-18,376.29,ORD00007_17
U00008,2024-02-18,706.25,ORD00007_24
U00008,2024-02-29,663.05,ORD00007_20
U00008,2024-03-12,728.07,ORD00007_16
U00008,2024-03-14,747.76,ORD00007_3
U00008,2024-03-17,492.88,ORD00007_0
U00008,2024-03-24,539.07,ORD00007_7
U00008,2024-04-27,559.94,ORD00007_12
U00008,2024-04-30,774.21,ORD00007_15
U00008,2024-05-20,616.98,ORD00007_11
U00008,2024-05-31,762.83,ORD00007_19
U00008,2024-06-07,687.88,ORD00007_4
U00008,2024-06-12,318.76,ORD00007_22
U00008,2024-06-20,248.62,ORD00007_9
U00008,2024-08-07,370.48,ORD00007_13
U00008,2024-08-29,320.93,ORD00007_23
U00008,2024-09-19,669.45,ORD00007_2
U00008,2024-09-19,758.3,ORD00007_8
U00008,2024-10-19,419.31,ORD00007_18
U00008,2024-10-24,825.61,ORD00007_6
U00008,2024-11-07,743.55,ORD00007_5
U00008,2024-12-10,564.76,ORD00007_1
U00008,2024-12-10,283.02,ORD00007_21
U00008,2024-12-27,294.08,ORD00007_10
U00009,2024-03-18,222.32,ORD00008_2
U00009,2024-06-08,223.69,ORD00008_1
U00009,2024-10-19,224.61,ORD00008_0
U00010,2024-01-19,512.38,ORD00009_5
U00010,2024-02-05,229.22,ORD00009_8
U00010,2024-04-11,498.79,ORD00009_6
U00010,2024-05-04,574.95,ORD00009_2
U00010,2024-06-15,605.05,ORD00009_7
U00010,2024-08-28,191.02,ORD00009_3
U00010,2024-09-19,562.67,ORD00009_0
U00010,2024-10-06,252.6,ORD00009_4
U00010,2024-11-18,424.57,ORD00009_1
U00011,2024-01-05,101.62,ORD00010_2
U00011,2024-07-14,195.48,ORD00010_0
U00011,2024-11-11,101.04,ORD00010_1
U00012,2024-05-09,605.41,ORD00011_2
U00012,2024-09-14,317.54,ORD00011_3
U00012,2024-09-15,238.82,ORD00011_1
U00012,2024-10-26,299.94,ORD00011_0
U00013,2024-01-12,120.56,ORD00012_5
U00013,2024-06-06,138.77,ORD00012_4
U00013,2024-07-26,131.53,ORD00012_3
U00013,2024-10-26,74.74,ORD00012_0
U00013,2024-10-29,94.6,ORD00012_2
U00013,2024-11-28,171.45,ORD00012_1
U00014,2024-04-27,115.66,ORD00013_1
U00014,2024-12-13,114.06,ORD00013_0
U00015,2024-03-24,158.73,ORD00014_0
U00016,2024-01-12,1362.79,ORD00015_12
U00016,2024-02-11,941.36,ORD00015_13
U00016,2024-04-10,781.04,ORD00015_11
U00016,2024-04-23,727.81,ORD00015_3
U00016,2024-05-22,1429.17,ORD00015_10
U00016,2024-07-08,841.59,ORD00015_7
U00016,2024-07-14,1301.05,ORD00015_8
U00016,2024-08-13,427.45,ORD00015_1
U00016,2024-09-05,956.53,ORD00015_5
U00016,2024-09-18,1350.71,ORD00015_9
U00016,2024-09-28,905.89,ORD00015_0
U00016,2024-10-18,686.24,ORD00015_2
U00016,2024-11-26,1249.24,ORD00015_6
U00016,2024-12-26,453.9,ORD00015_4
U00017,2024-01-07,128.4,ORD00016_1
U00017,2024-05-13,95.52,ORD00016_0
U00018,2024-01-05,357.18,ORD00017_17
U00018,2024-01-25,320.49,ORD00017_7
U00018,2024-01-25,181.43,ORD00017_8
U00018,2024-02-25,202.2,ORD00017_20
U00018,2024-03-23,161.58,ORD00017_21
U00018,2024-04-01,206.84,ORD00017_11
U00018,2024-05-28,145.78,ORD00017_22
U00018,2024-05-30,155.61,ORD00017_16
U00018,2024-06-08,176.13,ORD00017_14
U00018,2024-06-21,283.05,ORD00017_9
U00018,2024-07-08,191.95,ORD00017_23
U00018,2024-07-24,419.65,ORD00017_1
U00018,2024-09-08,305.02,ORD00017_25
U00018,2024-09-10,300.05,ORD00017_15
U00018,2024-09-12,405.91,ORD00017_2
U00018,2024-09-16,426.41,ORD00017_26
U00018,2024-09-19,328.78,ORD00017_24
U00018,2024-09-22,174.76,ORD00017_18
U00018,2024-09-23,348.69,ORD00017_19
U00018,2024-09-26,151.5,ORD00017_5
U00018,2024-09-29,181.46,ORD00017_27
U00018,2024-10-07,260.55,ORD00017_3
U00018,2024-10-14,145.99,ORD00017_10
U00018,2024-10-15,402.71,ORD00017_4
U00018,2024-11-11,379.85,ORD00017_13
U00018,2024-11-29,387.75,ORD00017_12
U00018,2024-12-01,352.07,ORD00017_6
U00018,2024-12-12,329.67,ORD00017_0
U00019,2024-01-07,332.52,ORD00018_3
U00019,2024-01-14,197.54,ORD00018_4
U00019,2024-03-26,502.22,ORD00018_5
U00019,2024-04-25,285.78,ORD00018_1
U00019,2024-08-18,409.49,ORD00018_0
U00019,2024-09-12,204.41,ORD00018_2
U00020,2024-03-05,104.2,ORD00019_2
U00020,2024-03-19,145.23,ORD00019_0
U00020,2024-06-21,59.64,ORD00019_5
U00020,2024-06-29,180.03,ORD00019_4
U00020,2024-07-06,155.37,ORD00019_6
U00020,2024-08-29,152.71,ORD00019_3
U00020,2024-11-09,82.97,ORD00019_1
U00021,2024-01-17,366.76,ORD00020_6
U00021,2024-02-11,413.46,ORD00020_4
U00021,2024-04-21,395.84,ORD00020_1
U00021,2024-04-22,476.43,ORD00020_5
U00021,2024-07-14,442.91,ORD00020_0
U00021,2024-08-08,269.08,ORD00020_3
U00021,2024-08-19,422.95,ORD00020_2
U00022,2024-08-29,35.42,ORD00021_0
U00023,2024-03-09,399.35,ORD00022_3
U00023,2024-03-27,378.01,ORD00022_4
U00023,2024-07-18,208.97,ORD00022_1
U00023,2024-09-20,458.16,ORD00022_0
U00023,2024-12-08,317.66,ORD00022_2
U00024,2024-01-28,614.63,ORD00023_5
U00024,2024-02-18,525.83,ORD00023_12
U00024,2024-04-28,335.18,ORD00023_15
U00024,2024-05-15,984.73,ORD00023_10
U00024,2024-05-17,316.42,ORD00023_8
U00024,2024-05-19,721.36,ORD00023_17
U00024,2024-05-27,956.4,ORD00023_1
U00024,2024-05-31,329.48,ORD00023_0
U00024,2024-06-17,1154.96,ORD00023_14
U00024,2024-07-29,888.4,ORD00023_4
U00024,2024-08-07,1100.55,ORD00023_9
U00024,2024-08-15,610.04,ORD00023_3
U00024,2024-09-17,788.59,ORD00023_6
U00024,2024-09-22,1011.07,ORD00023_16
U00024,2024-11-09,710.29,ORD00023_2
U00024,2024-11-19,989.56,ORD00023_13
U00024,2024-11-24,638.83,ORD00023_11
U00024,2024-12-17,359.08,ORD00023_7
U00025,2024-01-11,310.77,ORD00024_2
U00025,2024-01-18,798.96,ORD00024_12
U00025,2024-03-26,895.49,ORD00024_17
U00025,2024-04-23,1051.99,ORD00024_6
U00025,2024-04-28,999.4,ORD00024_10
U00025,2024-05-01,947.21,ORD00024_9
U00025,2024-05-14,423.57,ORD00024_15
U00025,2024-05-28,1081.1,ORD00024_13
U00025,2024-06-22,285.21,ORD00024_8
U00025,2024-07-01,353.03,ORD00024_4
U00025,2024-07-31,831.86,ORD00024_7
U00025,2024-08-11,420.96,ORD00024_16
U00025,2024-09-24,1032.09,ORD00024_11
U00025,2024-09-29,1039.64,ORD00024_3
U00025,2024-10-11,874.69,ORD00024_19
U00025,2024-10-14,815.78,ORD00024_1
U00025,2024-10-28,875.13,ORD00024_14
U00025,2024-11-10,728.1,ORD00024_5
U00025,2024-12-10,1047.3,ORD00024_18
U00025,2024-12-16,703.93,ORD00024_0
U00026,2024-01-03,601.47,ORD00025_4
U00026,2024-01-03,1263.37,ORD00025_11
U00026,2024-01-10,1025.54,ORD00025_14
U00026,2024-01-13,831.38,ORD00025_17
U00026,2024-01-19,462.3,ORD00025_5
U00026,2024-01-20,629.48,ORD00025_22
U00026,2024-01-20,1061.81,ORD00025_27
U00026,2024-01-30,1150.4,ORD00025_6
U00026,2024-03-06,656.61,ORD00025_16
U00026,2024-03-10,1153.58,ORD00025_24
U00026,2024-03-26,1126.31,ORD00025_18
U00026,2024-03-28,644.22,ORD00025_1
U00026,2024-04-10,436.69,ORD00025_25
U00026,2024-04-13,502.71,ORD00025_12
U00026,2024-04-20,471.14,ORD00025_8
U00026,2024-04-20,745.49,ORD00025_26
U00026,2024-04-30,1231.2,ORD00025_21
U00026,2024-05-08,1024.93,ORD00025_10
U00026,2024-07-04,326.69,ORD00025_9
U00026,2024-07-07,1026.56,ORD00025_3
U00026,2024-07-27,328.31,ORD00025_20
U00026,2024-08-30,1120.51,ORD00025_23
U00026,2024-10-04,834.75,ORD00025_2
U00026,2024-10-07,1043.43,ORD00025_7
U00026,2024-10-09,1237.93,ORD00025_0
U00026,2024-10-28,905.06,ORD00025_15
U00026,2024-11-09,351.46,ORD00025_19
U00026,2024-11-15,1080.57,ORD00025_13
U00027,2024-01-14,354.73,ORD00026_5
U00027,2024-01-20,246.95,ORD00026_3
U00027,2024-02-07,167.91,ORD00026_1
U00027,2024-02-24,347.86,ORD00026_7
U00027,2024-03-11,273.35,ORD00026_4
U00027,2024-07-06,378.49,ORD00026_2
U00027,2024-08-16,306.58,ORD00026_6
U00027,2024-12-24,112.97,ORD00026_0
U00028,2024-04-18,905.96,ORD00027_3
U00028,2024-05-25,591.59,ORD00027_8
U00028,2024-06-07,299.06,ORD00027_0
U00028,2024-06-21,403.59,ORD00027_6
U00028,2024-07-01,897.22,ORD00027_7
U00028,2024-07-29,328.96,ORD00027_2
U00028,2024-10-31,814.1,ORD00027_1
U00028,2024-11-09,873.86,ORD00027_4
U00028,2024-12-21,714.02,ORD00027_5
U00029,2024-02-04,914.45,ORD00028_13
U00029,2024-02-18,921.07,ORD00028_15
U00029,2024-02-20,1526.92,ORD00028_12
U00029,2024-03-01,1573.62,ORD00028_7
U00029,2024-03-09,1408.57,ORD00028_14
U00029,2024-03-10,1155.97,ORD00028_17
U00029,2024-04-09,1316.98,ORD00028_20
U00029,2024-04-22,1101.61,ORD00028_9
U00029,2024-04-27,1169.63,ORD00028_0
U00029,2024-04-27,726.78,ORD00028_10
U00029,2024-05-03,859.53,ORD00028_4
U00029,2024-05-05,1271.95,ORD00028_18
U00029,2024-05-08,1334.6,ORD00028_19
U00029,2024-05-16,1538.47,ORD00028_5
U00029,2024-06-30,669.44,ORD00028_21
U00029,2024-07-10,978.35,ORD00028_16
U00029,2024-07-16,1161.97,ORD00028_1
U00029,2024-07-16,1587.38,ORD00028_3
U00029,2024-08-27,613.14,ORD00028_2
U00029,2024-09-15,430.9,ORD00028_8
U00029,2024-11-20,620.6,ORD00028_6
U00029,2024-12-02,1513.66,ORD00028_11
U00030,2024-01-07,374.11,ORD00029_12
U00030,2024-01-21,771.61,ORD00029_11
U00030,2024-02-05,309.03,ORD00029_0
U00030,2024-03-09,880.13,ORD00029_19
U00030,2024-03-10,355.34,ORD00029_7
U00030,2024-04-15,1050.01,ORD00029_6
U00030,2024-04-16,352.93,ORD00029_9
U00030,2024-05-21,948.44,ORD00029_17
U00030,2024-05-27,411.16,ORD00029_14
U00030,2024-06-02,670.34,ORD00029_16
U00030,2024-06-08,888.7,ORD00029_13
U00030,2024-06-09,431.89,ORD00029_23
U00030,2024-06-11,542.73,ORD00029_3
U00030,2024-07-14,669.62,ORD00029_24
U00030,2024-07-17,647.75,ORD00029_15
U00030,2024-08-05,467.49,ORD00029_20
U00030,2024-09-06,797.97,ORD00029_10
U00030,2024-09-26,519.5,ORD00029_4
U00030,2024-10-15,763.56,ORD00029_26
U00030,2024-10-27,1057.41,ORD00029_8
U00030,2024-10-31,710.57,ORD00029_21
U00030,2024-11-09,1170.12,ORD00029_18
U00030,2024-11-22,906.49,ORD00029_25
U00030,2024-12-01,627.93,ORD00029_5
U00030,2024-12-07,530.33,ORD00029_2
U00030,2024-12-10,1141.14,ORD00029_22
U00030,2024-12-29,336.83,ORD00029_1
U00031,2024-01-02,661.94,ORD00030_5
U00031,2024-02-12,266.1,ORD00030_0
U00031,2024-02-26,665.14,ORD00030_6
U00031,2024-03-26,585.39,ORD00030_1
U00031,2024-04-07,275.42,ORD00030_2
U00031,2024-04-07,793.19,ORD00030_7
U00031,2024-05-04,718.4,ORD00030_8
U00031,2024-07-16,783.19,ORD00030_3
U00031,2024-11-25,331.2,ORD00030_4
U00032,2024-05-17,249.37,ORD00031_0
U00032,2024-08-30,212.9,ORD00031_1
U00033,2024-03-08,430.78,ORD00032_0
U00033,2024-06-16,520.98,ORD00032_5
U00033,2024-08-01,138.82,ORD00032_1
U00033,2024-08-01,195.6,ORD00032_3
U00033,2024-08-19,478.63,ORD00032_2
U00033,2024-09-26,226.1,ORD00032_4
U00034,2024-02-13,167.75,ORD00033_0
U00034,2024-08-14,84.41,ORD00033_1
U00034,2024-10-05,222.27,ORD00033_2
U00035,2024-03-25,51.79,ORD00034_2
U00035,2024-09-24,68.71,ORD00034_0
U00035,2024-10-23,73.07,ORD00034_1
U00036,2024-01-08,478.49,ORD00035_6
U00036,2024-02-11,304.46,ORD00035_0
U00036,2024-06-24,189.25,ORD00035_7
U00036,2024-08-07,208.71,ORD00035_5
U00036,2024-09-15,479.73,ORD00035_3
U00036,2024-09-24,194.68,ORD00035_1
U00036,2024-12-01,464.14,ORD00035_2
U00036,2024-12-28,513.39,ORD00035_4
U00037,2024-05-16,226.52,ORD00036_0
U00037,2024-10-28,130.1,ORD00036_1
U00038,2024-02-28,223.28,ORD00037_2
U00038,2024-04-11,591.64,ORD00037_1
U00038,2024-05-10,387.82,ORD00037_4
U00038,2024-06-02,185.97,ORD00037_6
U00038,2024-09-25,295.73,ORD00037_0
U00038,2024-10-07,520.98,ORD00037_5
U00038,2024-10-09,459.66,ORD00037_3
U00039,2024-05-10,343.83,ORD00038_3
U00039,2024-05-13,295.77,ORD00038_0
U00039,2024-07-31,166.55,ORD00038_2
U00039,2024-08-05,123.0,ORD00038_6
U00039,2024-10-03,126.48,ORD00038_5
U00039,2024-10-12,143.72,ORD00038_4
U00039,2024-12-29,224.64,ORD00038_1
U00040,2024-05-29,517.33,ORD00039_2
U00040,2024-10-05,460.77,ORD00039_1
U00040,2024-12-03,522.52,ORD00039_0
U00041,2024-03-06,103.17,ORD00040_1
U00041,2024-07-30,170.7,ORD00040_0
U00041,2024-09-04,64.13,ORD00040_2
U00042,2024-01-01,1041.35,ORD00041_0
U00042,2024-01-30,1010.48,ORD00041_15
U00042,2024-02-08,1014.97,ORD00041_7
U00042,2024-02-15,706.19,ORD00041_12
U00042,2024-03-07,914.21,ORD00041_2
U00042,2024-03-31,643.37,ORD00041_11
U00042,2024-04-09,636.13,ORD00041_13
U00042,2024-05-13,893.37,ORD00041_10
U00042,2024-07-08,635.05,ORD00041_14
U00042,2024-07-09,357.54,ORD00041_4
U00042,2024-07-28,875.61,ORD00041_9
U00042,2024-09-08,888.26,ORD00041_8
U00042,2024-10-28,972.13,ORD00041_6
U00042,2024-10-29,568.24,ORD00041_3
U00042,2024-11-08,567.02,ORD00041_5
U00042,2024-12-08,365.17,ORD00041_1
U00043,2024-03-03,502.61,ORD00042_4
U00043,2024-03-23,735.52,ORD00042_1
U00043,2024-04-29,583.98,ORD00042_7
U00043,2024-05-03,654.77,ORD00042_5
U00043,2024-06-21,729.9,ORD00042_3
U00043,2024-08-02,259.49,ORD00042_0
U00043,2024-10-01,640.98,ORD00042_2
U00043,2024-10-01,679.19,ORD00042_6
U00044,2024-03-29,197.71,ORD00043_1
U00044,2024-04-29,88.56,ORD00043_7
U00044,2024-05-04,158.21,ORD00043_6
U00044,2024-06-09,136.96,ORD00043_0
U00044,2024-07-14,67.93,ORD00043_4
U00044,2024-09-20,206.72,ORD00043_5
U00044,2024-11-04,107.67,ORD00043_2
U00044,2024-11-29,183.82,ORD00043_3
U00045,2024-01-08,473.68,ORD00044_8
U00045,2024-01-28,315.97,ORD00044_17
U00045,2024-02-07,515.02,ORD00044_14
U00045,2024-03-04,624.96,ORD00044_1
U00045,2024-03-16,457.1,ORD00044_18
U00045,2024-03-27,412.17,ORD00044_22
U00045,2024-06-05,541.69,ORD00044_15
U00045,2024-06-10,448.88,ORD00044_20
U00045,2024-06-20,249.58,ORD00044_4
U00045,2024-06-22,616.45,ORD00044_10
U00045,2024-07-19,692.03,ORD00044_5
U00045,2024-08-01,327.22,ORD00044_23
U00045,2024-08-03,717.75,ORD00044_7
U00045,2024-08-19,713.46,ORD00044_13
U00045,2024-09-11,552.4,ORD00044_2
U00045,2024-09-24,510.07,ORD00044_0
U00045,2024-10-30,648.46,ORD00044_3
U00045,2024-11-03,432.44,ORD00044_12
U00045,2024-11-06,470.85,ORD00044_16
U00045,2024-11-19,669.16,ORD00044_6
U00045,2024-11-27,692.62,ORD00044_9
U00045,2024-12-07,331.83,ORD00044_19
U00045,2024-12-26,375.34,ORD00044_11
U00045,2024-12-26,467.46,ORD00044_21
U00046,2024-04-02,450.18,ORD00045_1
U00046,2024-10-17,435.94,ORD00045_3
U00046,2024-12-20,295.59,ORD00045_2
U00046,2024-12-27,728.53,ORD00045_0
U00047,2024-10-28,17.61,ORD00046_0
U00048,2024-12-06,81.81,ORD00047_0
U00049,2024-02-10,206.65,ORD00048_4
U00049,2024-02-28,478.63,ORD00048_3
U00049,2024-05-06,346.16,ORD00048_7
U00049,2024-05-26,446.28,ORD00048_6
U00049,2024-07-10,589.55,ORD00048_5
U00049,2024-09-21,654.69,ORD00048_0
U00049,2024-10-31,541.05,ORD00048_1
U00049,2024-12-09,492.4,ORD00048_2
U00050,2024-03-30,704.77,ORD00049_2
U00050,2024-04-18,514.87,ORD00049_0
U00050,2024-06-01,530.46,ORD00049_4
U00050,2024-08-27,344.65,ORD00049_1
U00050,2024-09-06,576.95,ORD00049_3
U00050,2024-12-08,574.86,ORD00049_5
U00051,2024-03-24,566.2,ORD00050_3
U00051,2024-05-06,457.13,ORD00050_1
U00051,2024-05-22,497.14,ORD00050_5
U00051,2024-05-26,426.68,ORD00050_2
U00051,2024-11-19,329.16,ORD00050_0
U00051,2024-11-27,189.79,ORD00050_4
U00052,2024-07-28,52.01,ORD00051_1
U00052,2024-11-26,102.66,ORD00051_0
U00053,2024-02-18,596.81,ORD00052_8
U00053,2024-03-13,694.87,ORD00052_13
U00053,2024-03-21,1116.98,ORD00052_4
U00053,2024-03-24,1055.05,ORD00052_0
U00053,2024-04-08,446.42,ORD00052_12
U00053,2024-04-16,829.16,ORD00052_11
U00053,2024-04-26,1342.47,ORD00052_1
U00053,2024-06-14,1262.7,ORD00052_2
U00053,2024-09-24,682.62,ORD00052_5
U00053,2024-10-05,1249.34,ORD00052_9
U00053,2024-10-20,1280.71,ORD00052_10
U00053,2024-11-16,453.79,ORD00052_6
U00053,2024-12-15,516.52,ORD00052_3
U00053,2024-12-22,495.73,ORD00052_7
U00054,2024-01-23,210.6,ORD00053_2
U00054,2024-02-17,111.61,ORD00053_3
U00054,2024-07-13,384.55,ORD00053_0
U00054,2024-11-30,352.84,ORD00053_1
U00055,2024-05-27,309.48,ORD00054_4
U00055,2024-06-04,351.21,ORD00054_1
U00055,2024-06-15,388.52,ORD00054_0
U00055,2024-07-14,173.85,ORD00054_2
U00055,2024-07-20,450.2,ORD00054_5
U00055,2024-11-16,312.29,ORD00054_3
U00056,2024-01-31,517.21,ORD00055_4
U00056,2024-03-04,475.45,ORD00055_1
U00056,2024-03-15,237.5,ORD00055_7
U00056,2024-06-02,188.5,ORD00055_8
U00056,2024-06-24,279.07,ORD00055_2
U00056,2024-07-22,452.11,ORD00055_3
U00056,2024-10-31,220.02,ORD00055_0
U00056,2024-12-09,424.66,ORD00055_6
U00056,2024-12-30,660.87,ORD00055_5
U00057,2024-02-04,801.33,ORD00056_4
U00057,2024-02-11,760.93,ORD00056_14
U00057,2024-03-17,616.68,ORD00056_7
U00057,2024-04-18,855.33,ORD00056_9
U00057,2024-04-18,346.28,ORD00056_15
U00057,2024-05-01,294.8,ORD00056_2
U00057,2024-05-05,474.09,ORD00056_8
U00057,2024-06-10,329.04,ORD00056_12
U00057,2024-06-13,532.07,ORD00056_11
U00057,2024-06-18,464.46,ORD00056_3
U00057,2024-07-14,871.15,ORD00056_5
U00057,2024-07-19,864.04,ORD00056_6
U00057,2024-09-01,408.34,ORD00056_1
U00057,2024-09-18,714.62,ORD00056_0
U00057,2024-10-04,573.73,ORD00056_10
U00057,2024-11-04,765.41,ORD00056_13
U00057,2024-12-06,443.24,ORD00056_16
U00058,2024-04-01,131.1,ORD00057_0
U00058,2024-04-20,164.54,ORD00057_2
U00058,2024-05-04,111.22,ORD00057_1
U00059,2024-04-13,134.11,ORD00058_0
U00059,2024-05-31,194.1,ORD00058_1
U00059,2024-06-13,216.51,ORD00058_2
U00060,2024-01-05,820.84,ORD00059_5
U00060,2024-01-12,948.53,ORD00059_7
U00060,2024-01-20,582.48,ORD00059_6
U00060,2024-03-04,674.37,ORD00059_1
U00060,2024-04-17,594.58,ORD00059_9
U00060,2024-05-26,616.05,ORD00059_8
U00060,2024-06-12,902.91,ORD00059_0
U00060,2024-06-21,576.42,ORD00059_3
U00060,2024-07-01,515.9,ORD00059_11
U00060,2024-09-02,337.78,ORD00059_4
U00060,2024-12-17,600.79,ORD00059_10
U00060,2024-12-19,768.38,ORD00059_2
U00061,2024-06-11,172.92,ORD00060_5
U00061,2024-06-23,355.64,ORD00060_3
U00061,2024-07-21,405.6,ORD00060_0
U00061,2024-08-06,240.02,ORD00060_2
U00061,2024-08-12,397.29,ORD00060_8
U00061,2024-08-29,343.07,ORD00060_1
U00061,2024-09-16,369.27,ORD00060_4
U00061,2024-11-24,127.25,ORD00060_6
U00061,2024-12-02,315.37,ORD00060_7
U00062,2024-01-22,541.61,ORD00061_3
U00062,2024-02-04,288.58,ORD00061_8
U00062,2024-02-26,597.66,ORD00061_9
U00062,2024-06-11,706.1,ORD00061_10
U00062,2024-06-19,639.39,ORD00061_4
U00062,2024-07-07,668.21,ORD00061_1
U00062,2024-07-12,353.67,ORD00061_7
U00062,2024-07-26,581.33,ORD00061_2
U00062,2024-09-20,704.42,ORD00061_11
U00062,2024-10-03,367.09,ORD00061_6
U00062,2024-10-24,512.34,ORD00061_5
U00062,2024-11-20,447.57,ORD00061_0
U00062,2024-11-22,178.04,ORD00061_12
U00063,2024-01-01,422.77,ORD00062_0
U00063,2024-02-04,994.98,ORD00062_4
U00063,2024-03-12,466.87,ORD00062_9
U00063,2024-04-13,769.59,ORD00062_5
U00063,2024-05-06,1279.53,ORD00062_3
U00063,2024-05-20,1141.89,ORD00062_1
U00063,2024-07-06,1042.19,ORD00062_2
U00063,2024-07-06,956.56,ORD00062_10
U00063,2024-09-16,778.0,ORD00062_7
U00063,2024-10-16,431.83,ORD00062_6
U00063,2024-12-23,671.91,ORD00062_8
U00064,2024-01-13,385.23,ORD00063_4
U00064,2024-01-16,390.97,ORD00063_0
U00064,2024-05-24,321.21,ORD00063_1
U00064,2024-08-21,221.68,ORD00063_2
U00064,2024-12-23,147.73,ORD00063_3
U00065,2024-01-27,67.39,ORD00064_1
U00065,2024-04-29,140.03,ORD00064_0
U00065,2024-08-18,153.55,ORD00064_2
U00066,2024-02-22,38.27,ORD00065_0
U00067,2024-01-22,337.48,ORD00066_5
U00067,2024-02-22,428.06,ORD00066_4
U00067,2024-02-23,152.48,ORD00066_1
U00067,2024-03-14,345.97,ORD00066_0
U00067,2024-04-28,185.17,ORD00066_8
U00067,2024-06-08,323.55,ORD00066_2
U00067,2024-06-26,394.19,ORD00066_3
U00067,2024-09-16,179.24,ORD00066_6
U00067,2024-09-20,227.62,ORD00066_7
U00068,2024-06-02,57.43,ORD00067_2
U00068,2024-07-22,40.31,ORD00067_0
U00068,2024-08-28,46.26,ORD00067_1
U00069,2024-11-15,83.83,ORD00068_1
U00069,2024-11-20,164.39,ORD00068_0
U00070,2024-02-25,540.94,ORD00069_4
U00070,2024-04-09,517.22,ORD00069_1
U00070,2024-04-29,420.76,ORD00069_7
U00070,2024-05-16,490.34,ORD00069_0
U00070,2024-06-25,296.29,ORD00069_3
U00070,2024-07-04,156.61,ORD00069_5
U00070,2024-11-02,319.85,ORD00069_2
U00070,2024-11-11,402.78,ORD00069_6
U00071,2024-01-13,486.07,ORD00070_0
U00071,2024-01-13,706.15,ORD00070_11
U00071,2024-01-16,663.45,ORD00070_13
U00071,2024-01-21,761.62,ORD00070_4
U00071,2024-01-24,1030.61,ORD00070_1
U00071,2024-01-28,1231.73,ORD00070_19
U00071,2024-02-10,762.15,ORD00070_8
U00071,2024-02-13,407.96,ORD00070_26
U00071,2024-02-23,799.72,ORD00070_25
U00071,2024-03-14,327.75,ORD00070_27
U00071,2024-04-09,1114.72,ORD00070_12
U00071,2024-04-09,952.24,ORD00070_15
U00071,2024-05-25,911.38,ORD00070_9
U00071,2024-05-28,956.36,ORD00070_20
U00071,2024-06-14,758.68,ORD00070_14
U00071,2024-06-21,347.76,ORD00070_16
U00071,2024-07-29,920.54,ORD00070_5
U00071,2024-08-03,1190.49,ORD00070_17
U00071,2024-08-14,662.18,ORD00070_10
U00071,2024-08-22,660.27,ORD00070_23
U00071,2024-09-29,950.63,ORD00070_2
U00071,2024-10-07,594.6,ORD00070_3
U00071,2024-10-18,1009.48,ORD00070_18
U00071,2024-10-24,412.62,ORD00070_6
U00071,2024-10-30,676.6,ORD00070_7
U00071,2024-11-05,501.52,ORD00070_21
U00071,2024-11-08,1089.26,ORD00070_24
U00071,2024-12-21,394.28,ORD00070_22
U00072,2024-01-24,496.53,ORD00071_3
U00072,2024-04-20,311.36,ORD00071_1
U00072,2024-05-17,171.15,ORD00071_0
U00072,2024-08-15,175.95,ORD00071_4
U00072,2024-09-24,435.66,ORD00071_2
